#GeneID	TF_ID
ENSMUSG00000047675	ENSMUSG00000036120
ENSMUSG00000049878	ENSMUSG00000036120
ENSMUSG00000049940	ENSMUSG00000036120
ENSMUSG00000050043	ENSMUSG00000036120
ENSMUSG00000053914	ENSMUSG00000036120
ENSMUSG00000056215	ENSMUSG00000036120
ENSMUSG00000056832	ENSMUSG00000036120
ENSMUSG00000057411	ENSMUSG00000036120
ENSMUSG00000060798	ENSMUSG00000036120
ENSMUSG00000067722	ENSMUSG00000036120
ENSMUSG00000068206	ENSMUSG00000036120
ENSMUSG00000068732	ENSMUSG00000036120
ENSMUSG00000069565	ENSMUSG00000036120
ENSMUSG00000071103	ENSMUSG00000036120
ENSMUSG00000073434	ENSMUSG00000036120
ENSMUSG00000073616	ENSMUSG00000036120
ENSMUSG00000074384	ENSMUSG00000036120
ENSMUSG00000075600	ENSMUSG00000036120
ENSMUSG00000078348	ENSMUSG00000036120
ENSMUSG00000078570	ENSMUSG00000036120
ENSMUSG00000090069	ENSMUSG00000036120
ENSMUSG00000090112	ENSMUSG00000036120
ENSMUSG00000091154	ENSMUSG00000036120
ENSMUSG00000093387	ENSMUSG00000036120
ENSMUSG00000097055	ENSMUSG00000036120
ENSMUSG00000097062	ENSMUSG00000036120
ENSMUSG00000097123	ENSMUSG00000036120
ENSMUSG00000097729	ENSMUSG00000036120
ENSMUSG00000015711	ENSMUSG00000036615
ENSMUSG00000019945	ENSMUSG00000036615
ENSMUSG00000019986	ENSMUSG00000036615
ENSMUSG00000020474	ENSMUSG00000036615
ENSMUSG00000020664	ENSMUSG00000036615
ENSMUSG00000023806	ENSMUSG00000036615
ENSMUSG00000024668	ENSMUSG00000036615
ENSMUSG00000025373	ENSMUSG00000036615
ENSMUSG00000026029	ENSMUSG00000036615
ENSMUSG00000026578	ENSMUSG00000036615
ENSMUSG00000027603	ENSMUSG00000036615
ENSMUSG00000028410	ENSMUSG00000036615
ENSMUSG00000028889	ENSMUSG00000036615
ENSMUSG00000029446	ENSMUSG00000036615
ENSMUSG00000032251	ENSMUSG00000036615
ENSMUSG00000033819	ENSMUSG00000036615
ENSMUSG00000033900	ENSMUSG00000036615
ENSMUSG00000039178	ENSMUSG00000036615
ENSMUSG00000042616	ENSMUSG00000036615
ENSMUSG00000043858	ENSMUSG00000036615
ENSMUSG00000045107	ENSMUSG00000036615
ENSMUSG00000046826	ENSMUSG00000036615
ENSMUSG00000052763	ENSMUSG00000036615
ENSMUSG00000053477	ENSMUSG00000036615
ENSMUSG00000057234	ENSMUSG00000036615
ENSMUSG00000068479	ENSMUSG00000036615
ENSMUSG00000073471	ENSMUSG00000036615
ENSMUSG00000086158	ENSMUSG00000036615
ENSMUSG00000097573	ENSMUSG00000036615
ENSMUSG00000000568	ENSMUSG00000036615
ENSMUSG00000001247	ENSMUSG00000036615
ENSMUSG00000001687	ENSMUSG00000036615
ENSMUSG00000002658	ENSMUSG00000036615
ENSMUSG00000002968	ENSMUSG00000036615
ENSMUSG00000003518	ENSMUSG00000036615
ENSMUSG00000006728	ENSMUSG00000036615
ENSMUSG00000007659	ENSMUSG00000036615
ENSMUSG00000014444	ENSMUSG00000036615
ENSMUSG00000014592	ENSMUSG00000036615
ENSMUSG00000017221	ENSMUSG00000036615
ENSMUSG00000018541	ENSMUSG00000036615
ENSMUSG00000018583	ENSMUSG00000036615
ENSMUSG00000020143	ENSMUSG00000036615
ENSMUSG00000020235	ENSMUSG00000036615
ENSMUSG00000021709	ENSMUSG00000036615
ENSMUSG00000022314	ENSMUSG00000036615
ENSMUSG00000026219	ENSMUSG00000036615
ENSMUSG00000026237	ENSMUSG00000036615
ENSMUSG00000027523	ENSMUSG00000036615
ENSMUSG00000027746	ENSMUSG00000036615
ENSMUSG00000028063	ENSMUSG00000036615
ENSMUSG00000028331	ENSMUSG00000036615
ENSMUSG00000028521	ENSMUSG00000036615
ENSMUSG00000029060	ENSMUSG00000036615
ENSMUSG00000029723	ENSMUSG00000036615
ENSMUSG00000031860	ENSMUSG00000036615
ENSMUSG00000034858	ENSMUSG00000036615
ENSMUSG00000036737	ENSMUSG00000036615
ENSMUSG00000038539	ENSMUSG00000036615
ENSMUSG00000047261	ENSMUSG00000036615
ENSMUSG00000066798	ENSMUSG00000036615
ENSMUSG00000071340	ENSMUSG00000036615
ENSMUSG00000074513	ENSMUSG00000036615
ENSMUSG00000076456	ENSMUSG00000036615
ENSMUSG00000078960	ENSMUSG00000036615
ENSMUSG00000096950	ENSMUSG00000036615
ENSMUSG00000001025	ENSMUSG00000036615
ENSMUSG00000001517	ENSMUSG00000036615
ENSMUSG00000002031	ENSMUSG00000036615
ENSMUSG00000003038	ENSMUSG00000036615
ENSMUSG00000003039	ENSMUSG00000036615
ENSMUSG00000003992	ENSMUSG00000036615
ENSMUSG00000004071	ENSMUSG00000036615
ENSMUSG00000004317	ENSMUSG00000036615
ENSMUSG00000006728	ENSMUSG00000036615
ENSMUSG00000013158	ENSMUSG00000036615
ENSMUSG00000013629	ENSMUSG00000036615
ENSMUSG00000014418	ENSMUSG00000036615
ENSMUSG00000014550	ENSMUSG00000036615
ENSMUSG00000014763	ENSMUSG00000036615
ENSMUSG00000015002	ENSMUSG00000036615
ENSMUSG00000017195	ENSMUSG00000036615
ENSMUSG00000018507	ENSMUSG00000036615
ENSMUSG00000020171	ENSMUSG00000036615
ENSMUSG00000020649	ENSMUSG00000036615
ENSMUSG00000020738	ENSMUSG00000036615
ENSMUSG00000020807	ENSMUSG00000036615
ENSMUSG00000020930	ENSMUSG00000036615
ENSMUSG00000021275	ENSMUSG00000036615
ENSMUSG00000021576	ENSMUSG00000036615
ENSMUSG00000021697	ENSMUSG00000036615
ENSMUSG00000021868	ENSMUSG00000036615
ENSMUSG00000022540	ENSMUSG00000036615
ENSMUSG00000022722	ENSMUSG00000036615
ENSMUSG00000022972	ENSMUSG00000036615
ENSMUSG00000023391	ENSMUSG00000036615
ENSMUSG00000023572	ENSMUSG00000036615
ENSMUSG00000023873	ENSMUSG00000036615
ENSMUSG00000023908	ENSMUSG00000036615
ENSMUSG00000023973	ENSMUSG00000036615
ENSMUSG00000024206	ENSMUSG00000036615
ENSMUSG00000024387	ENSMUSG00000036615
ENSMUSG00000024566	ENSMUSG00000036615
ENSMUSG00000024767	ENSMUSG00000036615
ENSMUSG00000024853	ENSMUSG00000036615
ENSMUSG00000024870	ENSMUSG00000036615
ENSMUSG00000024949	ENSMUSG00000036615
ENSMUSG00000025007	ENSMUSG00000036615
ENSMUSG00000025245	ENSMUSG00000036615
ENSMUSG00000025374	ENSMUSG00000036615
ENSMUSG00000025995	ENSMUSG00000036615
ENSMUSG00000026087	ENSMUSG00000036615
ENSMUSG00000026176	ENSMUSG00000036615
ENSMUSG00000026516	ENSMUSG00000036615
ENSMUSG00000026577	ENSMUSG00000036615
ENSMUSG00000026622	ENSMUSG00000036615
ENSMUSG00000027006	ENSMUSG00000036615
ENSMUSG00000027245	ENSMUSG00000036615
ENSMUSG00000027349	ENSMUSG00000036615
ENSMUSG00000027387	ENSMUSG00000036615
ENSMUSG00000027459	ENSMUSG00000036615
ENSMUSG00000027479	ENSMUSG00000036615
ENSMUSG00000027552	ENSMUSG00000036615
ENSMUSG00000027605	ENSMUSG00000036615
ENSMUSG00000027905	ENSMUSG00000036615
ENSMUSG00000028010	ENSMUSG00000036615
ENSMUSG00000028414	ENSMUSG00000036615
ENSMUSG00000028580	ENSMUSG00000036615
ENSMUSG00000028676	ENSMUSG00000036615
ENSMUSG00000028766	ENSMUSG00000036615
ENSMUSG00000028936	ENSMUSG00000036615
ENSMUSG00000029034	ENSMUSG00000036615
ENSMUSG00000029049	ENSMUSG00000036615
ENSMUSG00000029233	ENSMUSG00000036615
ENSMUSG00000029433	ENSMUSG00000036615
ENSMUSG00000029469	ENSMUSG00000036615
ENSMUSG00000029580	ENSMUSG00000036615
ENSMUSG00000029672	ENSMUSG00000036615
ENSMUSG00000029790	ENSMUSG00000036615
ENSMUSG00000030216	ENSMUSG00000036615
ENSMUSG00000030533	ENSMUSG00000036615
ENSMUSG00000030602	ENSMUSG00000036615
ENSMUSG00000030788	ENSMUSG00000036615
ENSMUSG00000031221	ENSMUSG00000036615
ENSMUSG00000031226	ENSMUSG00000036615
ENSMUSG00000032279	ENSMUSG00000036615
ENSMUSG00000032489	ENSMUSG00000036615
ENSMUSG00000032946	ENSMUSG00000036615
ENSMUSG00000033917	ENSMUSG00000036615
ENSMUSG00000034121	ENSMUSG00000036615
ENSMUSG00000034254	ENSMUSG00000036615
ENSMUSG00000034292	ENSMUSG00000036615
ENSMUSG00000034793	ENSMUSG00000036615
ENSMUSG00000035151	ENSMUSG00000036615
ENSMUSG00000035597	ENSMUSG00000036615
ENSMUSG00000035898	ENSMUSG00000036615
ENSMUSG00000037287	ENSMUSG00000036615
ENSMUSG00000037594	ENSMUSG00000036615
ENSMUSG00000038079	ENSMUSG00000036615
ENSMUSG00000038637	ENSMUSG00000036615
ENSMUSG00000038712	ENSMUSG00000036615
ENSMUSG00000038836	ENSMUSG00000036615
ENSMUSG00000039156	ENSMUSG00000036615
ENSMUSG00000039178	ENSMUSG00000036615
ENSMUSG00000039187	ENSMUSG00000036615
ENSMUSG00000039367	ENSMUSG00000036615
ENSMUSG00000039682	ENSMUSG00000036615
ENSMUSG00000039804	ENSMUSG00000036615
ENSMUSG00000039958	ENSMUSG00000036615
ENSMUSG00000040174	ENSMUSG00000036615
ENSMUSG00000040591	ENSMUSG00000036615
ENSMUSG00000040688	ENSMUSG00000036615
ENSMUSG00000041298	ENSMUSG00000036615
ENSMUSG00000042269	ENSMUSG00000036615
ENSMUSG00000044465	ENSMUSG00000036615
ENSMUSG00000045251	ENSMUSG00000036615
ENSMUSG00000045273	ENSMUSG00000036615
ENSMUSG00000045969	ENSMUSG00000036615
ENSMUSG00000046295	ENSMUSG00000036615
ENSMUSG00000047675	ENSMUSG00000036615
ENSMUSG00000049878	ENSMUSG00000036615
ENSMUSG00000049940	ENSMUSG00000036615
ENSMUSG00000050043	ENSMUSG00000036615
ENSMUSG00000053914	ENSMUSG00000036615
ENSMUSG00000056215	ENSMUSG00000036615
ENSMUSG00000056832	ENSMUSG00000036615
ENSMUSG00000057411	ENSMUSG00000036615
ENSMUSG00000060798	ENSMUSG00000036615
ENSMUSG00000067722	ENSMUSG00000036615
ENSMUSG00000068206	ENSMUSG00000036615
ENSMUSG00000068732	ENSMUSG00000036615
ENSMUSG00000069565	ENSMUSG00000036615
ENSMUSG00000071103	ENSMUSG00000036615
ENSMUSG00000073434	ENSMUSG00000036615
ENSMUSG00000073616	ENSMUSG00000036615
ENSMUSG00000074384	ENSMUSG00000036615
ENSMUSG00000075600	ENSMUSG00000036615
ENSMUSG00000078348	ENSMUSG00000036615
ENSMUSG00000078570	ENSMUSG00000036615
ENSMUSG00000090069	ENSMUSG00000036615
ENSMUSG00000090112	ENSMUSG00000036615
ENSMUSG00000091154	ENSMUSG00000036615
ENSMUSG00000092949	ENSMUSG00000036615
ENSMUSG00000093387	ENSMUSG00000036615
ENSMUSG00000097055	ENSMUSG00000036615
ENSMUSG00000097062	ENSMUSG00000036615
ENSMUSG00000097123	ENSMUSG00000036615
ENSMUSG00000097729	ENSMUSG00000036615
ENSMUSG00000024959	ENSMUSG00000039087
ENSMUSG00000046546	ENSMUSG00000039087
ENSMUSG00000046844	ENSMUSG00000039087
ENSMUSG00000049649	ENSMUSG00000039087
ENSMUSG00000061086	ENSMUSG00000039087
ENSMUSG00000072082	ENSMUSG00000039087
ENSMUSG00000007613	ENSMUSG00000039087
ENSMUSG00000008734	ENSMUSG00000039087
ENSMUSG00000016319	ENSMUSG00000039087
ENSMUSG00000016526	ENSMUSG00000039087
ENSMUSG00000020804	ENSMUSG00000039087
ENSMUSG00000021366	ENSMUSG00000039087
ENSMUSG00000022285	ENSMUSG00000039087
ENSMUSG00000027111	ENSMUSG00000039087
ENSMUSG00000028413	ENSMUSG00000039087
ENSMUSG00000028698	ENSMUSG00000039087
ENSMUSG00000030779	ENSMUSG00000039087
ENSMUSG00000034042	ENSMUSG00000039087
ENSMUSG00000039621	ENSMUSG00000039087
ENSMUSG00000040728	ENSMUSG00000039087
ENSMUSG00000040945	ENSMUSG00000039087
ENSMUSG00000042644	ENSMUSG00000039087
ENSMUSG00000061393	ENSMUSG00000039087
ENSMUSG00000070002	ENSMUSG00000039087
ENSMUSG00000000194	ENSMUSG00000039087
ENSMUSG00000002881	ENSMUSG00000039087
ENSMUSG00000003033	ENSMUSG00000039087
ENSMUSG00000004707	ENSMUSG00000039087
ENSMUSG00000005142	ENSMUSG00000039087
ENSMUSG00000007613	ENSMUSG00000039087
ENSMUSG00000017132	ENSMUSG00000039087
ENSMUSG00000019087	ENSMUSG00000039087
ENSMUSG00000020167	ENSMUSG00000039087
ENSMUSG00000020224	ENSMUSG00000039087
ENSMUSG00000020228	ENSMUSG00000039087
ENSMUSG00000021147	ENSMUSG00000039087
ENSMUSG00000021830	ENSMUSG00000039087
ENSMUSG00000024182	ENSMUSG00000039087
ENSMUSG00000024477	ENSMUSG00000039087
ENSMUSG00000024654	ENSMUSG00000039087
ENSMUSG00000024805	ENSMUSG00000039087
ENSMUSG00000025893	ENSMUSG00000039087
ENSMUSG00000026421	ENSMUSG00000039087
ENSMUSG00000026811	ENSMUSG00000039087
ENSMUSG00000028191	ENSMUSG00000039087
ENSMUSG00000028397	ENSMUSG00000039087
ENSMUSG00000028863	ENSMUSG00000039087
ENSMUSG00000028980	ENSMUSG00000039087
ENSMUSG00000029179	ENSMUSG00000039087
ENSMUSG00000031105	ENSMUSG00000039087
ENSMUSG00000031488	ENSMUSG00000039087
ENSMUSG00000031591	ENSMUSG00000039087
ENSMUSG00000032376	ENSMUSG00000039087
ENSMUSG00000032393	ENSMUSG00000039087
ENSMUSG00000034290	ENSMUSG00000039087
ENSMUSG00000035601	ENSMUSG00000039087
ENSMUSG00000036768	ENSMUSG00000039087
ENSMUSG00000036833	ENSMUSG00000039087
ENSMUSG00000037926	ENSMUSG00000039087
ENSMUSG00000038611	ENSMUSG00000039087
ENSMUSG00000040648	ENSMUSG00000039087
ENSMUSG00000041506	ENSMUSG00000039087
ENSMUSG00000042558	ENSMUSG00000039087
ENSMUSG00000042608	ENSMUSG00000039087
ENSMUSG00000044600	ENSMUSG00000039087
ENSMUSG00000044786	ENSMUSG00000039087
ENSMUSG00000045826	ENSMUSG00000039087
ENSMUSG00000045973	ENSMUSG00000039087
ENSMUSG00000054604	ENSMUSG00000039087
ENSMUSG00000055172	ENSMUSG00000039087
ENSMUSG00000055692	ENSMUSG00000039087
ENSMUSG00000055707	ENSMUSG00000039087
ENSMUSG00000059714	ENSMUSG00000039087
ENSMUSG00000060126	ENSMUSG00000039087
ENSMUSG00000061306	ENSMUSG00000039087
ENSMUSG00000061544	ENSMUSG00000039087
ENSMUSG00000062762	ENSMUSG00000039087
ENSMUSG00000065579	ENSMUSG00000039087
ENSMUSG00000068856	ENSMUSG00000039087
ENSMUSG00000071226	ENSMUSG00000039087
ENSMUSG00000071866	ENSMUSG00000039087
ENSMUSG00000073129	ENSMUSG00000039087
ENSMUSG00000074802	ENSMUSG00000039087
ENSMUSG00000078521	ENSMUSG00000039087
ENSMUSG00000079478	ENSMUSG00000039087
ENSMUSG00000090697	ENSMUSG00000039087
ENSMUSG00000000168	ENSMUSG00000022952
ENSMUSG00000002104	ENSMUSG00000022952
ENSMUSG00000004642	ENSMUSG00000022952
ENSMUSG00000005566	ENSMUSG00000022952
ENSMUSG00000022940	ENSMUSG00000022952
ENSMUSG00000022952	ENSMUSG00000022952
ENSMUSG00000023927	ENSMUSG00000022952
ENSMUSG00000023990	ENSMUSG00000022952
ENSMUSG00000024776	ENSMUSG00000022952
ENSMUSG00000025888	ENSMUSG00000022952
ENSMUSG00000027509	ENSMUSG00000022952
ENSMUSG00000027603	ENSMUSG00000022952
ENSMUSG00000027680	ENSMUSG00000022952
ENSMUSG00000027843	ENSMUSG00000022952
ENSMUSG00000028871	ENSMUSG00000022952
ENSMUSG00000028901	ENSMUSG00000022952
ENSMUSG00000029319	ENSMUSG00000022952
ENSMUSG00000031059	ENSMUSG00000022952
ENSMUSG00000031672	ENSMUSG00000022952
ENSMUSG00000032586	ENSMUSG00000022952
ENSMUSG00000034664	ENSMUSG00000022952
ENSMUSG00000035626	ENSMUSG00000022952
ENSMUSG00000037221	ENSMUSG00000022952
ENSMUSG00000038991	ENSMUSG00000022952
ENSMUSG00000041570	ENSMUSG00000022952
ENSMUSG00000044276	ENSMUSG00000022952
ENSMUSG00000044991	ENSMUSG00000022952
ENSMUSG00000045975	ENSMUSG00000022952
ENSMUSG00000047466	ENSMUSG00000022952
ENSMUSG00000048731	ENSMUSG00000022952
ENSMUSG00000049103	ENSMUSG00000022952
ENSMUSG00000051056	ENSMUSG00000022952
ENSMUSG00000054135	ENSMUSG00000022952
ENSMUSG00000055319	ENSMUSG00000022952
ENSMUSG00000061086	ENSMUSG00000022952
ENSMUSG00000066150	ENSMUSG00000022952
ENSMUSG00000068957	ENSMUSG00000022952
ENSMUSG00000071068	ENSMUSG00000022952
ENSMUSG00000071456	ENSMUSG00000022952
ENSMUSG00000075376	ENSMUSG00000022952
ENSMUSG00000079605	ENSMUSG00000022952
ENSMUSG00000085455	ENSMUSG00000022952
ENSMUSG00000086503	ENSMUSG00000022952
ENSMUSG00000000568	ENSMUSG00000022952
ENSMUSG00000004561	ENSMUSG00000022952
ENSMUSG00000005370	ENSMUSG00000022952
ENSMUSG00000005609	ENSMUSG00000022952
ENSMUSG00000008496	ENSMUSG00000022952
ENSMUSG00000013338	ENSMUSG00000022952
ENSMUSG00000014748	ENSMUSG00000022952
ENSMUSG00000017652	ENSMUSG00000022952
ENSMUSG00000017721	ENSMUSG00000022952
ENSMUSG00000018581	ENSMUSG00000022952
ENSMUSG00000019302	ENSMUSG00000022952
ENSMUSG00000020340	ENSMUSG00000022952
ENSMUSG00000020458	ENSMUSG00000022952
ENSMUSG00000020964	ENSMUSG00000022952
ENSMUSG00000021338	ENSMUSG00000022952
ENSMUSG00000021998	ENSMUSG00000022952
ENSMUSG00000022204	ENSMUSG00000022952
ENSMUSG00000022623	ENSMUSG00000022952
ENSMUSG00000022957	ENSMUSG00000022952
ENSMUSG00000022965	ENSMUSG00000022952
ENSMUSG00000024052	ENSMUSG00000022952
ENSMUSG00000024201	ENSMUSG00000022952
ENSMUSG00000024219	ENSMUSG00000022952
ENSMUSG00000024691	ENSMUSG00000022952
ENSMUSG00000024738	ENSMUSG00000022952
ENSMUSG00000024800	ENSMUSG00000022952
ENSMUSG00000024892	ENSMUSG00000022952
ENSMUSG00000025138	ENSMUSG00000022952
ENSMUSG00000025225	ENSMUSG00000022952
ENSMUSG00000025486	ENSMUSG00000022952
ENSMUSG00000026176	ENSMUSG00000022952
ENSMUSG00000026181	ENSMUSG00000022952
ENSMUSG00000027366	ENSMUSG00000022952
ENSMUSG00000027955	ENSMUSG00000022952
ENSMUSG00000028072	ENSMUSG00000022952
ENSMUSG00000028073	ENSMUSG00000022952
ENSMUSG00000028104	ENSMUSG00000022952
ENSMUSG00000029364	ENSMUSG00000022952
ENSMUSG00000029723	ENSMUSG00000022952
ENSMUSG00000029772	ENSMUSG00000022952
ENSMUSG00000030156	ENSMUSG00000022952
ENSMUSG00000030374	ENSMUSG00000022952
ENSMUSG00000031078	ENSMUSG00000022952
ENSMUSG00000031557	ENSMUSG00000022952
ENSMUSG00000032267	ENSMUSG00000022952
ENSMUSG00000032556	ENSMUSG00000022952
ENSMUSG00000033318	ENSMUSG00000022952
ENSMUSG00000033545	ENSMUSG00000022952
ENSMUSG00000033987	ENSMUSG00000022952
ENSMUSG00000034164	ENSMUSG00000022952
ENSMUSG00000034247	ENSMUSG00000022952
ENSMUSG00000036114	ENSMUSG00000022952
ENSMUSG00000036606	ENSMUSG00000022952
ENSMUSG00000037884	ENSMUSG00000022952
ENSMUSG00000039515	ENSMUSG00000022952
ENSMUSG00000039840	ENSMUSG00000022952
ENSMUSG00000040189	ENSMUSG00000022952
ENSMUSG00000042492	ENSMUSG00000022952
ENSMUSG00000042677	ENSMUSG00000022952
ENSMUSG00000042772	ENSMUSG00000022952
ENSMUSG00000045036	ENSMUSG00000022952
ENSMUSG00000045102	ENSMUSG00000022952
ENSMUSG00000046897	ENSMUSG00000022952
ENSMUSG00000048012	ENSMUSG00000022952
ENSMUSG00000049858	ENSMUSG00000022952
ENSMUSG00000053198	ENSMUSG00000022952
ENSMUSG00000053950	ENSMUSG00000022952
ENSMUSG00000057191	ENSMUSG00000022952
ENSMUSG00000057230	ENSMUSG00000022952
ENSMUSG00000057706	ENSMUSG00000022952
ENSMUSG00000059981	ENSMUSG00000022952
ENSMUSG00000061175	ENSMUSG00000022952
ENSMUSG00000061411	ENSMUSG00000022952
ENSMUSG00000062115	ENSMUSG00000022952
ENSMUSG00000064299	ENSMUSG00000022952
ENSMUSG00000066158	ENSMUSG00000022952
ENSMUSG00000067787	ENSMUSG00000022952
ENSMUSG00000073489	ENSMUSG00000022952
ENSMUSG00000073684	ENSMUSG00000022952
ENSMUSG00000079357	ENSMUSG00000022952
ENSMUSG00000085148	ENSMUSG00000022952
ENSMUSG00000085971	ENSMUSG00000022952
ENSMUSG00000093559	ENSMUSG00000022952
ENSMUSG00000093803	ENSMUSG00000022952
ENSMUSG00000096349	ENSMUSG00000022952
ENSMUSG00000097120	ENSMUSG00000022952
ENSMUSG00000097237	ENSMUSG00000022952
ENSMUSG00000000378	ENSMUSG00000022952
ENSMUSG00000000903	ENSMUSG00000022952
ENSMUSG00000001029	ENSMUSG00000022952
ENSMUSG00000001123	ENSMUSG00000022952
ENSMUSG00000001211	ENSMUSG00000022952
ENSMUSG00000001313	ENSMUSG00000022952
ENSMUSG00000001517	ENSMUSG00000022952
ENSMUSG00000001525	ENSMUSG00000022952
ENSMUSG00000002204	ENSMUSG00000022952
ENSMUSG00000002257	ENSMUSG00000022952
ENSMUSG00000003235	ENSMUSG00000022952
ENSMUSG00000003269	ENSMUSG00000022952
ENSMUSG00000003341	ENSMUSG00000022952
ENSMUSG00000003644	ENSMUSG00000022952
ENSMUSG00000004317	ENSMUSG00000022952
ENSMUSG00000004530	ENSMUSG00000022952
ENSMUSG00000004707	ENSMUSG00000022952
ENSMUSG00000005087	ENSMUSG00000022952
ENSMUSG00000005262	ENSMUSG00000022952
ENSMUSG00000005268	ENSMUSG00000022952
ENSMUSG00000005615	ENSMUSG00000022952
ENSMUSG00000006021	ENSMUSG00000022952
ENSMUSG00000006288	ENSMUSG00000022952
ENSMUSG00000006638	ENSMUSG00000022952
ENSMUSG00000007458	ENSMUSG00000022952
ENSMUSG00000010307	ENSMUSG00000022952
ENSMUSG00000010554	ENSMUSG00000022952
ENSMUSG00000011831	ENSMUSG00000022952
ENSMUSG00000015341	ENSMUSG00000022952
ENSMUSG00000017897	ENSMUSG00000022952
ENSMUSG00000018239	ENSMUSG00000022952
ENSMUSG00000020198	ENSMUSG00000022952
ENSMUSG00000020255	ENSMUSG00000022952
ENSMUSG00000020516	ENSMUSG00000022952
ENSMUSG00000020536	ENSMUSG00000022952
ENSMUSG00000021290	ENSMUSG00000022952
ENSMUSG00000021384	ENSMUSG00000022952
ENSMUSG00000021619	ENSMUSG00000022952
ENSMUSG00000022471	ENSMUSG00000022952
ENSMUSG00000022674	ENSMUSG00000022952
ENSMUSG00000022771	ENSMUSG00000022952
ENSMUSG00000022999	ENSMUSG00000022952
ENSMUSG00000023175	ENSMUSG00000022952
ENSMUSG00000024096	ENSMUSG00000022952
ENSMUSG00000024515	ENSMUSG00000022952
ENSMUSG00000024646	ENSMUSG00000022952
ENSMUSG00000024878	ENSMUSG00000022952
ENSMUSG00000024944	ENSMUSG00000022952
ENSMUSG00000025026	ENSMUSG00000022952
ENSMUSG00000025757	ENSMUSG00000022952
ENSMUSG00000025825	ENSMUSG00000022952
ENSMUSG00000026277	ENSMUSG00000022952
ENSMUSG00000026283	ENSMUSG00000022952
ENSMUSG00000026356	ENSMUSG00000022952
ENSMUSG00000026811	ENSMUSG00000022952
ENSMUSG00000026832	ENSMUSG00000022952
ENSMUSG00000027014	ENSMUSG00000022952
ENSMUSG00000027305	ENSMUSG00000022952
ENSMUSG00000027605	ENSMUSG00000022952
ENSMUSG00000027615	ENSMUSG00000022952
ENSMUSG00000027879	ENSMUSG00000022952
ENSMUSG00000027998	ENSMUSG00000022952
ENSMUSG00000028284	ENSMUSG00000022952
ENSMUSG00000028293	ENSMUSG00000022952
ENSMUSG00000028295	ENSMUSG00000022952
ENSMUSG00000028453	ENSMUSG00000022952
ENSMUSG00000028549	ENSMUSG00000022952
ENSMUSG00000028550	ENSMUSG00000022952
ENSMUSG00000029304	ENSMUSG00000022952
ENSMUSG00000029449	ENSMUSG00000022952
ENSMUSG00000029469	ENSMUSG00000022952
ENSMUSG00000029863	ENSMUSG00000022952
ENSMUSG00000030058	ENSMUSG00000022952
ENSMUSG00000030173	ENSMUSG00000022952
ENSMUSG00000030742	ENSMUSG00000022952
ENSMUSG00000030814	ENSMUSG00000022952
ENSMUSG00000030888	ENSMUSG00000022952
ENSMUSG00000031165	ENSMUSG00000022952
ENSMUSG00000031403	ENSMUSG00000022952
ENSMUSG00000031448	ENSMUSG00000022952
ENSMUSG00000031633	ENSMUSG00000022952
ENSMUSG00000031864	ENSMUSG00000022952
ENSMUSG00000032965	ENSMUSG00000022952
ENSMUSG00000032966	ENSMUSG00000022952
ENSMUSG00000033460	ENSMUSG00000022952
ENSMUSG00000033543	ENSMUSG00000022952
ENSMUSG00000033904	ENSMUSG00000022952
ENSMUSG00000034206	ENSMUSG00000022952
ENSMUSG00000034292	ENSMUSG00000022952
ENSMUSG00000034321	ENSMUSG00000022952
ENSMUSG00000034928	ENSMUSG00000022952
ENSMUSG00000035069	ENSMUSG00000022952
ENSMUSG00000035372	ENSMUSG00000022952
ENSMUSG00000035575	ENSMUSG00000022952
ENSMUSG00000035765	ENSMUSG00000022952
ENSMUSG00000036225	ENSMUSG00000022952
ENSMUSG00000036249	ENSMUSG00000022952
ENSMUSG00000036270	ENSMUSG00000022952
ENSMUSG00000036333	ENSMUSG00000022952
ENSMUSG00000036430	ENSMUSG00000022952
ENSMUSG00000036641	ENSMUSG00000022952
ENSMUSG00000036932	ENSMUSG00000022952
ENSMUSG00000037339	ENSMUSG00000022952
ENSMUSG00000037486	ENSMUSG00000022952
ENSMUSG00000037846	ENSMUSG00000022952
ENSMUSG00000038024	ENSMUSG00000022952
ENSMUSG00000038181	ENSMUSG00000022952
ENSMUSG00000038372	ENSMUSG00000022952
ENSMUSG00000038705	ENSMUSG00000022952
ENSMUSG00000038822	ENSMUSG00000022952
ENSMUSG00000039536	ENSMUSG00000022952
ENSMUSG00000040048	ENSMUSG00000022952
ENSMUSG00000040177	ENSMUSG00000022952
ENSMUSG00000040528	ENSMUSG00000022952
ENSMUSG00000040699	ENSMUSG00000022952
ENSMUSG00000040785	ENSMUSG00000022952
ENSMUSG00000041528	ENSMUSG00000022952
ENSMUSG00000041849	ENSMUSG00000022952
ENSMUSG00000043154	ENSMUSG00000022952
ENSMUSG00000043964	ENSMUSG00000022952
ENSMUSG00000044339	ENSMUSG00000022952
ENSMUSG00000044340	ENSMUSG00000022952
ENSMUSG00000044876	ENSMUSG00000022952
ENSMUSG00000045100	ENSMUSG00000022952
ENSMUSG00000045165	ENSMUSG00000022952
ENSMUSG00000046157	ENSMUSG00000022952
ENSMUSG00000046380	ENSMUSG00000022952
ENSMUSG00000047719	ENSMUSG00000022952
ENSMUSG00000048106	ENSMUSG00000022952
ENSMUSG00000048347	ENSMUSG00000022952
