# Gene name	miRNA ID
ENSMUSG00000034075	mmu-miR-362-3p
ENSMUSG00000034075	mmu-miR-363-3p
ENSMUSG00000034075	mmu-miR-501-5p
ENSMUSG00000034075	mmu-miR-532-3p
ENSMUSG00000034075	mmu-miR-542-3p
ENSMUSG00000034083	mmu-miR-362-3p
ENSMUSG00000034088	mmu-miR-151-3p
ENSMUSG00000034088	mmu-miR-188-3p
ENSMUSG00000034088	mmu-miR-532-3p
ENSMUSG00000034088	mmu-miR-532-5p
ENSMUSG00000034088	mmu-miR-542-3p
ENSMUSG00000034088	mmu-miR-542-5p
ENSMUSG00000034109	mmu-miR-1187
ENSMUSG00000034109	mmu-miR-1198-5p
ENSMUSG00000034109	mmu-miR-151-3p
ENSMUSG00000034109	mmu-miR-188-3p
ENSMUSG00000034109	mmu-miR-200b-3p
ENSMUSG00000034109	mmu-miR-362-5p
ENSMUSG00000034109	mmu-miR-429-3p
ENSMUSG00000034109	mmu-miR-434-5p
ENSMUSG00000034109	mmu-miR-450b-5p
ENSMUSG00000034109	mmu-miR-466n-3p
ENSMUSG00000034109	mmu-miR-501-3p
ENSMUSG00000034109	mmu-miR-501-5p
ENSMUSG00000034109	mmu-miR-542-3p
ENSMUSG00000034110	mmu-miR-151-3p
ENSMUSG00000034110	mmu-miR-188-3p
ENSMUSG00000034110	mmu-miR-188-5p
ENSMUSG00000034110	mmu-miR-3074-1-3p
ENSMUSG00000034110	mmu-miR-3091-3p
ENSMUSG00000034110	mmu-miR-339-3p
ENSMUSG00000034110	mmu-miR-34b-5p
ENSMUSG00000034110	mmu-miR-362-5p
ENSMUSG00000034110	mmu-miR-409-3p
ENSMUSG00000034110	mmu-miR-532-3p
ENSMUSG00000034110	mmu-miR-542-3p
ENSMUSG00000034110	mmu-miR-542-5p
ENSMUSG00000034116	mmu-miR-342-3p
ENSMUSG00000034116	mmu-miR-466d-5p
ENSMUSG00000034116	mmu-miR-532-3p
ENSMUSG00000034118	mmu-miR-466d-5p
ENSMUSG00000034118	mmu-miR-466k
ENSMUSG00000034118	mmu-miR-542-3p
ENSMUSG00000034120	mmu-miR-151-3p
ENSMUSG00000034120	mmu-miR-221-3p
ENSMUSG00000034120	mmu-miR-409-3p
ENSMUSG00000034120	mmu-miR-450b-5p
ENSMUSG00000034120	mmu-miR-501-5p
ENSMUSG00000034121	mmu-miR-151-3p
ENSMUSG00000034121	mmu-miR-466d-5p
ENSMUSG00000034121	mmu-miR-501-3p
ENSMUSG00000034135	mmu-miR-188-3p
ENSMUSG00000034135	mmu-miR-342-3p
ENSMUSG00000034135	mmu-miR-34b-5p
ENSMUSG00000034135	mmu-miR-362-3p
ENSMUSG00000034135	mmu-miR-501-5p
ENSMUSG00000034135	mmu-miR-542-3p
ENSMUSG00000034135	mmu-miR-542-5p
ENSMUSG00000034152	mmu-miR-3091-3p
ENSMUSG00000034152	mmu-miR-342-3p
ENSMUSG00000034152	mmu-miR-34b-3p
ENSMUSG00000034152	mmu-miR-409-3p
ENSMUSG00000034152	mmu-miR-450b-5p
ENSMUSG00000034152	mmu-miR-542-5p
ENSMUSG00000034154	mmu-miR-130b-3p
ENSMUSG00000034154	mmu-miR-152-3p
ENSMUSG00000034154	mmu-miR-342-3p
ENSMUSG00000034154	mmu-miR-34b-5p
ENSMUSG00000034154	mmu-miR-362-5p
ENSMUSG00000034154	mmu-miR-363-5p
ENSMUSG00000034154	mmu-miR-466n-3p
ENSMUSG00000034154	mmu-miR-93-5p
ENSMUSG00000034156	mmu-miR-151-3p
ENSMUSG00000034156	mmu-miR-188-3p
ENSMUSG00000034156	mmu-miR-362-5p
ENSMUSG00000034156	mmu-miR-466d-5p
ENSMUSG00000034156	mmu-miR-466k
ENSMUSG00000034156	mmu-miR-501-3p
ENSMUSG00000034156	mmu-miR-501-5p
ENSMUSG00000034156	mmu-miR-532-3p
ENSMUSG00000034156	mmu-miR-669f-3p
ENSMUSG00000034157	mmu-miR-34b-5p
ENSMUSG00000034157	mmu-miR-363-5p
ENSMUSG00000034157	mmu-miR-450b-5p
ENSMUSG00000034157	mmu-miR-466d-5p
ENSMUSG00000034157	mmu-miR-501-5p
ENSMUSG00000034157	mmu-miR-532-3p
ENSMUSG00000034157	mmu-miR-542-5p
ENSMUSG00000034158	mmu-miR-151-3p
ENSMUSG00000034158	mmu-miR-188-3p
ENSMUSG00000034158	mmu-miR-188-5p
ENSMUSG00000034158	mmu-miR-342-3p
ENSMUSG00000034158	mmu-miR-34b-3p
ENSMUSG00000034158	mmu-miR-34b-5p
ENSMUSG00000034158	mmu-miR-362-5p
ENSMUSG00000034158	mmu-miR-363-5p
ENSMUSG00000034158	mmu-miR-409-3p
ENSMUSG00000034158	mmu-miR-450b-5p
ENSMUSG00000034158	mmu-miR-466n-3p
ENSMUSG00000034158	mmu-miR-501-5p
ENSMUSG00000034158	mmu-miR-532-3p
ENSMUSG00000034158	mmu-miR-532-5p
ENSMUSG00000034158	mmu-miR-542-3p
ENSMUSG00000034158	mmu-miR-542-5p
ENSMUSG00000034158	mmu-miR-669f-3p
ENSMUSG00000034160	mmu-miR-188-3p
ENSMUSG00000034160	mmu-miR-3074-1-3p
ENSMUSG00000034160	mmu-miR-362-3p
ENSMUSG00000034160	mmu-miR-669f-3p
ENSMUSG00000034163	mmu-miR-26a-5p
ENSMUSG00000034163	mmu-miR-363-3p
ENSMUSG00000034163	mmu-miR-450b-5p
ENSMUSG00000034164	mmu-miR-188-3p
ENSMUSG00000034164	mmu-miR-3091-3p
ENSMUSG00000034164	mmu-miR-34b-5p
ENSMUSG00000034164	mmu-miR-362-5p
ENSMUSG00000034164	mmu-miR-450b-5p
ENSMUSG00000034165	mmu-miR-188-3p
ENSMUSG00000034165	mmu-miR-34b-5p
ENSMUSG00000034165	mmu-miR-363-5p
ENSMUSG00000034165	mmu-miR-450b-5p
ENSMUSG00000034165	mmu-miR-466d-5p
ENSMUSG00000034165	mmu-miR-466k
ENSMUSG00000034168	mmu-miR-107-3p
ENSMUSG00000034168	mmu-miR-151-3p
ENSMUSG00000034168	mmu-miR-15a-5p
ENSMUSG00000034168	mmu-miR-188-5p
ENSMUSG00000034168	mmu-miR-362-3p
ENSMUSG00000034168	mmu-miR-362-5p
ENSMUSG00000034168	mmu-miR-363-5p
ENSMUSG00000034168	mmu-miR-450b-5p
ENSMUSG00000034168	mmu-miR-466d-5p
ENSMUSG00000034168	mmu-miR-466n-3p
ENSMUSG00000034168	mmu-miR-500-5p
ENSMUSG00000034168	mmu-miR-501-5p
ENSMUSG00000034177	mmu-miR-188-3p
ENSMUSG00000034177	mmu-miR-450b-5p
ENSMUSG00000034177	mmu-miR-532-3p
ENSMUSG00000034187	mmu-miR-188-3p
ENSMUSG00000034187	mmu-miR-339-3p
ENSMUSG00000034187	mmu-miR-362-5p
ENSMUSG00000034187	mmu-miR-466d-5p
ENSMUSG00000034187	mmu-miR-532-3p
ENSMUSG00000034187	mmu-miR-542-3p
ENSMUSG00000034187	mmu-miR-542-5p
ENSMUSG00000034189	mmu-miR-1187
ENSMUSG00000034189	mmu-miR-1198-5p
ENSMUSG00000034189	mmu-miR-34b-5p
ENSMUSG00000034189	mmu-miR-363-5p
ENSMUSG00000034189	mmu-miR-532-3p
ENSMUSG00000034190	mmu-miR-151-3p
ENSMUSG00000034190	mmu-miR-34b-5p
ENSMUSG00000034190	mmu-miR-363-3p
ENSMUSG00000034190	mmu-miR-466n-3p
ENSMUSG00000034190	mmu-miR-501-5p
ENSMUSG00000034190	mmu-miR-532-3p
ENSMUSG00000034203	mmu-miR-409-3p
ENSMUSG00000034203	mmu-miR-501-5p
ENSMUSG00000034205	mmu-miR-188-5p
ENSMUSG00000034205	mmu-miR-339-3p
ENSMUSG00000034205	mmu-miR-34b-5p
ENSMUSG00000034205	mmu-miR-362-3p
ENSMUSG00000034205	mmu-miR-450b-5p
ENSMUSG00000034205	mmu-miR-532-5p
ENSMUSG00000034210	mmu-miR-1187
ENSMUSG00000034210	mmu-miR-1198-5p
ENSMUSG00000034210	mmu-miR-151-3p
ENSMUSG00000034210	mmu-miR-409-3p
ENSMUSG00000034210	mmu-miR-450b-5p
ENSMUSG00000034210	mmu-miR-466d-5p
ENSMUSG00000034210	mmu-miR-466k
ENSMUSG00000034210	mmu-miR-532-3p
ENSMUSG00000034210	mmu-miR-542-3p
ENSMUSG00000034210	mmu-miR-542-5p
ENSMUSG00000034210	mmu-miR-669f-3p
ENSMUSG00000034211	mmu-miR-342-3p
ENSMUSG00000034211	mmu-miR-466d-5p
ENSMUSG00000034211	mmu-miR-466k
ENSMUSG00000034216	mmu-miR-188-3p
ENSMUSG00000034216	mmu-miR-450b-5p
ENSMUSG00000034216	mmu-miR-501-5p
ENSMUSG00000034218	mmu-miR-1187
ENSMUSG00000034218	mmu-miR-1198-5p
ENSMUSG00000034218	mmu-miR-151-3p
ENSMUSG00000034218	mmu-miR-188-3p
ENSMUSG00000034218	mmu-miR-342-3p
ENSMUSG00000034218	mmu-miR-34b-3p
ENSMUSG00000034218	mmu-miR-362-3p
ENSMUSG00000034218	mmu-miR-363-5p
ENSMUSG00000034218	mmu-miR-450b-5p
ENSMUSG00000034218	mmu-miR-466d-5p
ENSMUSG00000034218	mmu-miR-466k
ENSMUSG00000034218	mmu-miR-532-3p
ENSMUSG00000034218	mmu-miR-542-3p
ENSMUSG00000034218	mmu-miR-669f-3p
ENSMUSG00000034220	mmu-miR-188-3p
ENSMUSG00000034220	mmu-miR-188-5p
ENSMUSG00000034220	mmu-miR-3091-3p
ENSMUSG00000034220	mmu-miR-466d-5p
ENSMUSG00000034220	mmu-miR-466n-3p
ENSMUSG00000034220	mmu-miR-501-3p
ENSMUSG00000034220	mmu-miR-532-3p
ENSMUSG00000034220	mmu-miR-542-3p
ENSMUSG00000034224	mmu-miR-188-3p
ENSMUSG00000034224	mmu-miR-466d-5p
ENSMUSG00000034224	mmu-miR-532-3p
ENSMUSG00000034224	mmu-miR-542-3p
ENSMUSG00000034227	mmu-miR-188-3p
ENSMUSG00000034227	mmu-miR-188-5p
ENSMUSG00000034227	mmu-miR-362-5p
ENSMUSG00000034227	mmu-miR-363-5p
ENSMUSG00000034227	mmu-miR-466d-5p
ENSMUSG00000034227	mmu-miR-501-5p
ENSMUSG00000034227	mmu-miR-532-3p
ENSMUSG00000034235	mmu-miR-34b-5p
ENSMUSG00000034235	mmu-miR-363-5p
ENSMUSG00000034235	mmu-miR-409-3p
ENSMUSG00000034235	mmu-miR-466d-5p
ENSMUSG00000034235	mmu-miR-532-3p
ENSMUSG00000034243	mmu-miR-342-3p
ENSMUSG00000034243	mmu-miR-363-5p
ENSMUSG00000034243	mmu-miR-532-3p
ENSMUSG00000034243	mmu-miR-532-5p
ENSMUSG00000034247	mmu-miR-188-3p
ENSMUSG00000034247	mmu-miR-188-5p
ENSMUSG00000034247	mmu-miR-339-3p
ENSMUSG00000034247	mmu-miR-34b-5p
ENSMUSG00000034247	mmu-miR-450b-5p
ENSMUSG00000034247	mmu-miR-532-5p
ENSMUSG00000034247	mmu-miR-542-3p
ENSMUSG00000034248	mmu-miR-151-3p
ENSMUSG00000034248	mmu-miR-188-3p
ENSMUSG00000034248	mmu-miR-342-3p
ENSMUSG00000034248	mmu-miR-34b-3p
ENSMUSG00000034248	mmu-miR-34b-5p
ENSMUSG00000034248	mmu-miR-362-3p
ENSMUSG00000034248	mmu-miR-362-5p
ENSMUSG00000034248	mmu-miR-409-3p
ENSMUSG00000034248	mmu-miR-450b-5p
ENSMUSG00000034248	mmu-miR-542-3p
ENSMUSG00000034252	mmu-miR-409-3p
ENSMUSG00000034252	mmu-miR-450b-5p
ENSMUSG00000034254	mmu-miR-188-3p
ENSMUSG00000034254	mmu-miR-188-5p
ENSMUSG00000034254	mmu-miR-3091-3p
ENSMUSG00000034254	mmu-miR-542-3p
ENSMUSG00000034254	mmu-miR-542-5p
ENSMUSG00000034255	mmu-miR-188-5p
ENSMUSG00000034255	mmu-miR-342-3p
ENSMUSG00000034255	mmu-miR-363-5p
ENSMUSG00000034255	mmu-miR-450b-5p
ENSMUSG00000034255	mmu-miR-532-3p
ENSMUSG00000034255	mmu-miR-542-5p
ENSMUSG00000034259	mmu-miR-450b-5p
ENSMUSG00000034259	mmu-miR-532-5p
ENSMUSG00000034259	mmu-miR-542-5p
ENSMUSG00000034265	mmu-miR-542-3p
ENSMUSG00000034266	mmu-miR-434-5p
ENSMUSG00000034266	mmu-miR-532-5p
ENSMUSG00000034269	mmu-miR-151-3p
ENSMUSG00000034269	mmu-miR-188-3p
ENSMUSG00000034269	mmu-miR-342-3p
ENSMUSG00000034269	mmu-miR-34b-3p
ENSMUSG00000034269	mmu-miR-362-3p
ENSMUSG00000034269	mmu-miR-363-3p
ENSMUSG00000034269	mmu-miR-363-5p
ENSMUSG00000034269	mmu-miR-409-3p
ENSMUSG00000034269	mmu-miR-450b-5p
ENSMUSG00000034269	mmu-miR-532-3p
ENSMUSG00000034269	mmu-miR-669f-3p
ENSMUSG00000034271	mmu-miR-363-5p
ENSMUSG00000034282	mmu-miR-363-5p
ENSMUSG00000034290	mmu-miR-151-3p
ENSMUSG00000034290	mmu-miR-188-3p
ENSMUSG00000034290	mmu-miR-188-5p
ENSMUSG00000034290	mmu-miR-342-3p
ENSMUSG00000034290	mmu-miR-34b-3p
ENSMUSG00000034290	mmu-miR-34b-5p
ENSMUSG00000034290	mmu-miR-362-3p
ENSMUSG00000034290	mmu-miR-362-5p
ENSMUSG00000034290	mmu-miR-466d-5p
ENSMUSG00000034290	mmu-miR-532-3p
ENSMUSG00000034292	mmu-miR-151-3p
ENSMUSG00000034292	mmu-miR-188-3p
ENSMUSG00000034292	mmu-miR-3091-3p
ENSMUSG00000034292	mmu-miR-339-3p
ENSMUSG00000034292	mmu-miR-342-3p
ENSMUSG00000034292	mmu-miR-450b-5p
ENSMUSG00000034292	mmu-miR-466n-3p
ENSMUSG00000034292	mmu-miR-532-3p
ENSMUSG00000034292	mmu-miR-542-3p
ENSMUSG00000034292	mmu-miR-669f-3p
ENSMUSG00000034297	mmu-miR-1187
ENSMUSG00000034297	mmu-miR-151-3p
ENSMUSG00000034297	mmu-miR-188-3p
ENSMUSG00000034297	mmu-miR-188-5p
ENSMUSG00000034297	mmu-miR-200b-3p
ENSMUSG00000034297	mmu-miR-32-3p
ENSMUSG00000034297	mmu-miR-342-3p
ENSMUSG00000034297	mmu-miR-34b-3p
ENSMUSG00000034297	mmu-miR-34b-5p
ENSMUSG00000034297	mmu-miR-362-3p
ENSMUSG00000034297	mmu-miR-362-5p
ENSMUSG00000034297	mmu-miR-363-5p
ENSMUSG00000034297	mmu-miR-381-3p
ENSMUSG00000034297	mmu-miR-409-3p
ENSMUSG00000034297	mmu-miR-429-3p
ENSMUSG00000034297	mmu-miR-450b-5p
ENSMUSG00000034297	mmu-miR-466n-3p
ENSMUSG00000034297	mmu-miR-501-5p
ENSMUSG00000034297	mmu-miR-542-3p
ENSMUSG00000034297	mmu-miR-669f-3p
ENSMUSG00000034297	mmu-miR-674-3p
ENSMUSG00000034300	mmu-miR-188-5p
ENSMUSG00000034300	mmu-miR-3091-3p
ENSMUSG00000034300	mmu-miR-339-3p
ENSMUSG00000034300	mmu-miR-342-3p
ENSMUSG00000034300	mmu-miR-34b-5p
ENSMUSG00000034300	mmu-miR-362-3p
ENSMUSG00000034300	mmu-miR-363-5p
ENSMUSG00000034300	mmu-miR-450b-5p
ENSMUSG00000034300	mmu-miR-501-3p
ENSMUSG00000034300	mmu-miR-501-5p
ENSMUSG00000034300	mmu-miR-542-3p
ENSMUSG00000034303	mmu-miR-1187
ENSMUSG00000034303	mmu-miR-188-3p
ENSMUSG00000034303	mmu-miR-466d-5p
ENSMUSG00000034303	mmu-miR-532-5p
ENSMUSG00000034303	mmu-miR-542-3p
ENSMUSG00000034308	mmu-miR-1187
ENSMUSG00000034308	mmu-miR-1198-5p
ENSMUSG00000034308	mmu-miR-188-3p
ENSMUSG00000034308	mmu-miR-466d-5p
ENSMUSG00000034308	mmu-miR-532-3p
ENSMUSG00000034311	mmu-miR-151-3p
ENSMUSG00000034311	mmu-miR-532-5p
ENSMUSG00000034311	mmu-miR-542-3p
ENSMUSG00000034311	mmu-miR-542-5p
ENSMUSG00000034312	mmu-miR-1187
ENSMUSG00000034312	mmu-miR-151-3p
ENSMUSG00000034312	mmu-miR-3091-3p
ENSMUSG00000034312	mmu-miR-342-3p
ENSMUSG00000034312	mmu-miR-409-3p
ENSMUSG00000034312	mmu-miR-450b-5p
ENSMUSG00000034312	mmu-miR-466d-5p
ENSMUSG00000034317	mmu-miR-188-3p
ENSMUSG00000034317	mmu-miR-188-5p
ENSMUSG00000034317	mmu-miR-3074-1-3p
ENSMUSG00000034317	mmu-miR-466n-3p
ENSMUSG00000034317	mmu-miR-669f-3p
ENSMUSG00000034320	mmu-miR-466d-5p
ENSMUSG00000034320	mmu-miR-466k
ENSMUSG00000034321	mmu-miR-1187
ENSMUSG00000034321	mmu-miR-1198-5p
ENSMUSG00000034321	mmu-miR-3074-1-3p
ENSMUSG00000034321	mmu-miR-34b-3p
ENSMUSG00000034321	mmu-miR-542-3p
ENSMUSG00000034327	mmu-miR-188-3p
ENSMUSG00000034327	mmu-miR-34b-3p
ENSMUSG00000034327	mmu-miR-362-5p
ENSMUSG00000034327	mmu-miR-450b-5p
ENSMUSG00000034327	mmu-miR-466d-5p
ENSMUSG00000034327	mmu-miR-501-3p
ENSMUSG00000034327	mmu-miR-532-5p
ENSMUSG00000034327	mmu-miR-542-3p
ENSMUSG00000034329	mmu-miR-1187
ENSMUSG00000034329	mmu-miR-1198-5p
ENSMUSG00000034329	mmu-miR-151-3p
ENSMUSG00000034329	mmu-miR-188-3p
ENSMUSG00000034329	mmu-miR-3074-1-3p
ENSMUSG00000034329	mmu-miR-3091-3p
ENSMUSG00000034329	mmu-miR-34b-3p
ENSMUSG00000034329	mmu-miR-362-3p
ENSMUSG00000034329	mmu-miR-466d-5p
ENSMUSG00000034329	mmu-miR-466k
ENSMUSG00000034329	mmu-miR-501-5p
ENSMUSG00000034329	mmu-miR-532-5p
ENSMUSG00000034329	mmu-miR-542-5p
ENSMUSG00000034334	mmu-miR-1187
ENSMUSG00000034341	mmu-miR-151-3p
ENSMUSG00000034341	mmu-miR-188-5p
ENSMUSG00000034341	mmu-miR-342-3p
ENSMUSG00000034341	mmu-miR-362-5p
ENSMUSG00000034342	mmu-miR-1187
ENSMUSG00000034342	mmu-miR-1198-5p
ENSMUSG00000034342	mmu-miR-188-3p
ENSMUSG00000034342	mmu-miR-362-3p
ENSMUSG00000034342	mmu-miR-363-5p
ENSMUSG00000034342	mmu-miR-466k
ENSMUSG00000034342	mmu-miR-466n-3p
ENSMUSG00000034342	mmu-miR-532-3p
ENSMUSG00000034342	mmu-miR-542-3p
ENSMUSG00000034343	mmu-miR-542-3p
ENSMUSG00000034345	mmu-miR-188-3p
ENSMUSG00000034345	mmu-miR-362-3p
ENSMUSG00000034345	mmu-miR-466n-3p
ENSMUSG00000034345	mmu-miR-669f-3p
ENSMUSG00000034353	mmu-miR-188-5p
ENSMUSG00000034353	mmu-miR-362-5p
ENSMUSG00000034353	mmu-miR-363-5p
ENSMUSG00000034353	mmu-miR-450b-5p
ENSMUSG00000034353	mmu-miR-501-5p
ENSMUSG00000034353	mmu-miR-532-3p
ENSMUSG00000034354	mmu-miR-100-5p
ENSMUSG00000034354	mmu-miR-188-3p
ENSMUSG00000034354	mmu-miR-188-5p
ENSMUSG00000034354	mmu-miR-3091-3p
ENSMUSG00000034354	mmu-miR-342-3p
ENSMUSG00000034354	mmu-miR-450b-5p
ENSMUSG00000034354	mmu-miR-466d-5p
ENSMUSG00000034354	mmu-miR-466k
ENSMUSG00000034354	mmu-miR-532-3p
ENSMUSG00000034354	mmu-miR-532-5p
ENSMUSG00000034354	mmu-miR-674-3p
ENSMUSG00000034354	mmu-miR-93-5p
ENSMUSG00000034361	mmu-miR-188-3p
ENSMUSG00000034361	mmu-miR-381-3p
ENSMUSG00000034361	mmu-miR-450b-5p
ENSMUSG00000034361	mmu-miR-466n-3p
ENSMUSG00000034361	mmu-miR-669f-3p
ENSMUSG00000034379	mmu-miR-501-5p
ENSMUSG00000034390	mmu-miR-363-5p
ENSMUSG00000034390	mmu-miR-466d-5p
ENSMUSG00000034390	mmu-miR-532-3p
ENSMUSG00000034390	mmu-miR-542-3p
ENSMUSG00000034390	mmu-miR-542-5p
ENSMUSG00000034401	mmu-miR-363-3p
ENSMUSG00000034401	mmu-miR-363-5p
ENSMUSG00000034401	mmu-miR-542-3p
ENSMUSG00000034413	mmu-miR-188-3p
ENSMUSG00000034413	mmu-miR-3074-1-3p
ENSMUSG00000034413	mmu-miR-3091-3p
ENSMUSG00000034413	mmu-miR-339-3p
ENSMUSG00000034413	mmu-miR-342-3p
ENSMUSG00000034413	mmu-miR-363-3p
ENSMUSG00000034413	mmu-miR-363-5p
ENSMUSG00000034413	mmu-miR-466d-5p
ENSMUSG00000034413	mmu-miR-542-3p
ENSMUSG00000034422	mmu-miR-188-3p
ENSMUSG00000034422	mmu-miR-188-5p
ENSMUSG00000034422	mmu-miR-342-3p
ENSMUSG00000034422	mmu-miR-34b-5p
ENSMUSG00000034422	mmu-miR-362-3p
ENSMUSG00000034422	mmu-miR-362-5p
ENSMUSG00000034422	mmu-miR-450b-5p
ENSMUSG00000034422	mmu-miR-532-3p
ENSMUSG00000034424	mmu-miR-151-3p
ENSMUSG00000034424	mmu-miR-450b-5p
ENSMUSG00000034424	mmu-miR-501-5p
ENSMUSG00000034429	mmu-miR-188-3p
ENSMUSG00000034429	mmu-miR-188-5p
ENSMUSG00000034429	mmu-miR-450b-5p
ENSMUSG00000034429	mmu-miR-466d-5p
ENSMUSG00000034429	mmu-miR-466k
ENSMUSG00000034429	mmu-miR-532-3p
ENSMUSG00000034430	mmu-miR-151-3p
ENSMUSG00000034430	mmu-miR-188-3p
ENSMUSG00000034430	mmu-miR-342-3p
ENSMUSG00000034430	mmu-miR-34b-5p
ENSMUSG00000034430	mmu-miR-450b-5p
ENSMUSG00000034430	mmu-miR-466d-5p
ENSMUSG00000034430	mmu-miR-501-5p
ENSMUSG00000034430	mmu-miR-532-3p
ENSMUSG00000034430	mmu-miR-542-3p
ENSMUSG00000034430	mmu-miR-542-5p
ENSMUSG00000034432	mmu-miR-200b-3p
ENSMUSG00000034432	mmu-miR-363-5p
ENSMUSG00000034432	mmu-miR-429-3p
ENSMUSG00000034432	mmu-miR-542-3p
ENSMUSG00000034442	mmu-miR-409-3p
ENSMUSG00000034445	mmu-miR-1198-5p
ENSMUSG00000034445	mmu-miR-151-3p
ENSMUSG00000034445	mmu-miR-188-3p
ENSMUSG00000034445	mmu-miR-34b-5p
ENSMUSG00000034445	mmu-miR-450b-5p
ENSMUSG00000034445	mmu-miR-532-3p
ENSMUSG00000034449	mmu-miR-188-5p
ENSMUSG00000034449	mmu-miR-501-5p
ENSMUSG00000034471	mmu-miR-188-3p
ENSMUSG00000034471	mmu-miR-342-3p
ENSMUSG00000034471	mmu-miR-362-5p
ENSMUSG00000034471	mmu-miR-466k
ENSMUSG00000034471	mmu-miR-532-3p
ENSMUSG00000034471	mmu-miR-532-5p
ENSMUSG00000034471	mmu-miR-542-5p
ENSMUSG00000034473	mmu-miR-1198-5p
ENSMUSG00000034473	mmu-miR-188-3p
ENSMUSG00000034473	mmu-miR-342-3p
ENSMUSG00000034473	mmu-miR-34b-3p
ENSMUSG00000034473	mmu-miR-34b-5p
ENSMUSG00000034473	mmu-miR-362-3p
ENSMUSG00000034473	mmu-miR-362-5p
ENSMUSG00000034473	mmu-miR-450b-5p
ENSMUSG00000034473	mmu-miR-466n-3p
ENSMUSG00000034473	mmu-miR-501-5p
ENSMUSG00000034473	mmu-miR-532-3p
ENSMUSG00000034473	mmu-miR-542-3p
ENSMUSG00000034480	mmu-miR-1187
ENSMUSG00000034480	mmu-miR-188-5p
ENSMUSG00000034480	mmu-miR-3074-1-3p
ENSMUSG00000034480	mmu-miR-342-3p
ENSMUSG00000034480	mmu-miR-34b-3p
ENSMUSG00000034480	mmu-miR-362-3p
ENSMUSG00000034480	mmu-miR-409-3p
ENSMUSG00000034480	mmu-miR-450b-5p
ENSMUSG00000034480	mmu-miR-466n-3p
ENSMUSG00000034480	mmu-miR-669f-3p
ENSMUSG00000034484	mmu-miR-363-3p
ENSMUSG00000034487	mmu-miR-151-3p
ENSMUSG00000034487	mmu-miR-188-5p
ENSMUSG00000034487	mmu-miR-3074-1-3p
ENSMUSG00000034487	mmu-miR-34b-3p
ENSMUSG00000034487	mmu-miR-362-3p
ENSMUSG00000034487	mmu-miR-450b-5p
ENSMUSG00000034488	mmu-miR-1187
ENSMUSG00000034488	mmu-miR-1198-5p
ENSMUSG00000034488	mmu-miR-151-3p
ENSMUSG00000034488	mmu-miR-188-5p
ENSMUSG00000034488	mmu-miR-3074-1-3p
ENSMUSG00000034488	mmu-miR-342-3p
ENSMUSG00000034488	mmu-miR-34b-3p
ENSMUSG00000034488	mmu-miR-34b-5p
ENSMUSG00000034488	mmu-miR-362-3p
ENSMUSG00000034488	mmu-miR-409-3p
ENSMUSG00000034488	mmu-miR-450b-5p
ENSMUSG00000034488	mmu-miR-466d-5p
ENSMUSG00000034488	mmu-miR-466k
ENSMUSG00000034488	mmu-miR-466n-3p
ENSMUSG00000034488	mmu-miR-501-5p
ENSMUSG00000034488	mmu-miR-542-3p
ENSMUSG00000034509	mmu-miR-362-3p
ENSMUSG00000034509	mmu-miR-542-5p
ENSMUSG00000034518	mmu-miR-188-3p
ENSMUSG00000034518	mmu-miR-188-5p
ENSMUSG00000034518	mmu-miR-342-3p
ENSMUSG00000034518	mmu-miR-34b-5p
ENSMUSG00000034518	mmu-miR-381-3p
ENSMUSG00000034518	mmu-miR-450b-5p
ENSMUSG00000034518	mmu-miR-466n-3p
ENSMUSG00000034518	mmu-miR-467e-3p
ENSMUSG00000034518	mmu-miR-542-3p
ENSMUSG00000034518	mmu-miR-669f-3p
ENSMUSG00000034560	mmu-miR-342-3p
ENSMUSG00000034560	mmu-miR-34b-5p
ENSMUSG00000034560	mmu-miR-466n-3p
ENSMUSG00000034560	mmu-miR-532-5p
ENSMUSG00000034563	mmu-miR-1187
ENSMUSG00000034563	mmu-miR-1198-5p
ENSMUSG00000034563	mmu-miR-450b-5p
ENSMUSG00000034563	mmu-miR-466n-3p
ENSMUSG00000034563	mmu-miR-501-5p
ENSMUSG00000034563	mmu-miR-532-3p
ENSMUSG00000034573	mmu-miR-200b-3p
ENSMUSG00000034573	mmu-miR-410-3p
ENSMUSG00000034573	mmu-miR-429-3p
ENSMUSG00000034574	mmu-miR-1187
ENSMUSG00000034574	mmu-miR-34b-3p
ENSMUSG00000034574	mmu-miR-34b-5p
ENSMUSG00000034574	mmu-miR-362-5p
ENSMUSG00000034574	mmu-miR-363-3p
ENSMUSG00000034574	mmu-miR-450b-5p
ENSMUSG00000034574	mmu-miR-532-3p
ENSMUSG00000034574	mmu-miR-532-5p
ENSMUSG00000034574	mmu-miR-542-3p
ENSMUSG00000034574	mmu-miR-669f-3p
ENSMUSG00000034575	mmu-miR-188-5p
ENSMUSG00000034575	mmu-miR-34b-5p
ENSMUSG00000034575	mmu-miR-542-3p
ENSMUSG00000034584	mmu-miR-188-3p
ENSMUSG00000034584	mmu-miR-362-3p
ENSMUSG00000034584	mmu-miR-362-5p
ENSMUSG00000034584	mmu-miR-363-5p
ENSMUSG00000034584	mmu-miR-409-3p
ENSMUSG00000034584	mmu-miR-450b-5p
ENSMUSG00000034584	mmu-miR-501-5p
ENSMUSG00000034584	mmu-miR-669f-3p
