#Gene name	I/C_0h	I/C_2h	I/C_6h	I/C_12h	I/C_18h	I/C_24h
ENSMUSG00000040725	0.257362	-0.411771	-0.014587	-0.364167	-0.140869	-0.688210
ENSMUSG00000040726	-0.302411	0.143543	0.218310	0.201866	-0.463606	-0.110496
ENSMUSG00000040728	-0.234241	0.131043	-0.175197	0.195915	-0.105605	-0.026126
ENSMUSG00000040729	-0.023635	0.101924	0.467558	0.843196	1.931759	1.753463
ENSMUSG00000040731	1.060758	-0.053860	0.442322	-0.135302	0.377217	0.227405
ENSMUSG00000040732	0.366406	0.127198	0.414002	-0.068919	0.081786	0.105412
ENSMUSG00000040734	-0.250191	-0.017753	0.057869	-0.248999	-0.115386	-0.456613
ENSMUSG00000040738	0.074302	-0.016019	0.002874	0.157625	-0.101166	0.040929
ENSMUSG00000040740	-0.044148	0.371156	0.278321	-0.010115	-0.033592	-0.053120
ENSMUSG00000040746	0.278333	-0.138877	-0.091691	-0.682488	-0.024109	-0.181489
ENSMUSG00000040747	0.449545	0.557553	-0.104631	1.611909	1.978208	0.564547
ENSMUSG00000040749	-0.015947	-0.211103	-0.096581	0.066092	-0.234106	-0.093914
ENSMUSG00000040751	-0.238218	0.007837	-0.100884	0.011856	-0.039922	-0.023174
ENSMUSG00000040752	0.269928	-0.621761	-0.304561	-0.045916	-0.587644	0.601285
ENSMUSG00000040759	-0.228551	-0.352757	0.022342	-0.324849	0.062224	-0.257167
ENSMUSG00000040760	0.700168	0.322946	0.141154	-0.456717	0.199795	-0.223302
ENSMUSG00000040761	0.436459	0.493862	0.514067	0.216815	0.309766	0.066714
ENSMUSG00000040767	0.313027	-0.277968	-0.022990	-0.316247	-0.149210	-0.110727
ENSMUSG00000040771	0.286388	-0.026974	-0.270098	-0.045091	0.293648	-0.001730
ENSMUSG00000040774	0.374452	-0.025298	0.351440	-0.143406	-0.310837	-0.250470
ENSMUSG00000040782	0.111180	0.106656	0.442141	1.987012	0.873729	0.843282
ENSMUSG00000040785	0.146350	0.057272	0.255944	0.117371	0.639328	0.449734
ENSMUSG00000040795	0.171696	0.153218	0.399971	-0.321378	0.230450	-0.079551
ENSMUSG00000040797	0.414812	1.285418	0.429941	0.345889	0.545342	-0.077248
ENSMUSG00000040811	-1.104675	-0.103171	-0.766324	-0.440832	-0.613078	-0.677064
ENSMUSG00000040813	0.535223	-0.016037	-0.029693	-0.117967	-0.219648	-0.060366
ENSMUSG00000040818	0.313674	-0.029785	0.267788	1.437059	0.764733	1.474891
ENSMUSG00000040820	-0.598294	-0.018386	0.161152	0.266804	0.722259	0.430650
ENSMUSG00000040822	0.121568	-0.099128	-0.020793	-0.430194	-0.127748	-0.447104
ENSMUSG00000040824	0.280014	-0.247511	0.036713	-0.364252	0.016602	0.044008
ENSMUSG00000040828	0.005599	-0.439611	-0.325117	-0.253265	-0.161563	-0.100801
ENSMUSG00000040836	-0.292189	0.144677	-0.271653	-0.090735	-0.115919	-0.249057
ENSMUSG00000040838	-0.709708	0.241143	0.075718	0.193890	0.002952	0.424634
ENSMUSG00000040840	0.505909	-0.007566	-0.176155	-0.165041	-0.239471	-0.026563
ENSMUSG00000040842	0.256026	0.008215	0.088667	-0.301643	-0.067599	0.039078
ENSMUSG00000040843	0.419059	0.121894	0.779772	-0.033824	0.136278	0.175626
ENSMUSG00000040848	0.098371	-0.436064	-0.011381	-0.082694	0.138748	-0.175257
ENSMUSG00000040850	-0.019186	-0.274894	0.032269	0.123146	0.009125	0.163365
ENSMUSG00000040852	-0.284839	0.386284	0.863280	-0.353655	0.815283	0.108669
ENSMUSG00000040857	0.654308	0.349136	0.429628	-0.147729	0.019549	-0.252651
ENSMUSG00000040859	0.107768	-0.541293	-0.250803	-0.581025	0.046871	0.055368
ENSMUSG00000040860	-0.248724	-0.106969	-0.174286	-0.372214	-0.168437	-0.027582
ENSMUSG00000040865	-0.278380	1.976206	0.076951	1.341834	0.919270	1.989100
ENSMUSG00000040866	-0.120061	-0.153592	-0.307939	-0.132309	-0.225196	-0.180589
ENSMUSG00000040867	0.516244	0.049672	0.270682	0.004913	0.178322	0.204824
ENSMUSG00000040875	-0.880855	-0.177487	-0.660587	-0.211685	-1.063650	-0.634656
ENSMUSG00000040877	0.811705	0.989657	1.125977	1.322803	0.698998	1.019305
ENSMUSG00000040883	-0.231945	-0.476864	0.085183	-0.307928	0.127181	-0.376876
ENSMUSG00000040888	-0.045882	0.157694	0.627186	-0.303343	0.107599	0.131629
ENSMUSG00000040891	0.338429	0.300770	-0.017335	-0.320101	-0.409064	-0.123424
ENSMUSG00000040896	-0.321228	-0.269574	-0.274514	0.135498	-0.304620	-0.156118
ENSMUSG00000040899	-0.297296	0.027423	-0.054141	0.145471	0.055582	-0.090094
ENSMUSG00000040901	-0.515944	0.443870	0.456038	0.184197	0.361818	0.303680
ENSMUSG00000040904	0.295921	-0.027920	0.045548	-0.427483	-0.100790	-0.275724
ENSMUSG00000040907	-0.657959	-0.192512	-0.933341	-0.200266	-1.062415	-0.207618
ENSMUSG00000040913	-0.010145	0.272626	0.478550	0.000043	0.055903	-0.277830
ENSMUSG00000040918	0.592164	-0.124829	0.233828	-0.280412	0.242984	-0.023343
ENSMUSG00000040928	0.737919	-0.302235	-0.002462	-0.679382	-0.010710	-0.291658
ENSMUSG00000040929	0.172999	0.214564	0.060561	-0.247543	0.128150	0.049417
ENSMUSG00000040936	-0.243594	-0.050212	-0.135761	0.114477	-0.193027	-0.231776
ENSMUSG00000040938	-0.069477	-0.219268	-0.188343	-0.128536	-0.153449	-0.080804
ENSMUSG00000040940	-0.056303	0.012450	-0.279525	-0.356677	-0.348807	-0.277834
ENSMUSG00000040943	0.398152	-0.595561	-0.655748	-0.317702	-0.334423	0.100475
ENSMUSG00000040945	2.516410	0.878191	0.942027	0.187140	0.353787	0.275234
ENSMUSG00000040952	0.029301	-0.341936	-0.179279	-0.318172	-0.094575	-0.019945
ENSMUSG00000040957	0.170950	0.137430	0.814535	0.156559	0.166507	0.208074
ENSMUSG00000040963	0.931410	1.338410	0.761390	0.122214	2.373587	0.239581
ENSMUSG00000040964	-0.080726	0.124932	-0.224335	-0.038499	-0.207892	-0.193538
ENSMUSG00000040972	-1.044977	-0.294716	-0.480385	0.254301	-0.119708	0.050010
ENSMUSG00000040987	0.230863	-0.051534	-0.310079	0.059529	-0.029078	0.089870
ENSMUSG00000040990	1.331951	0.452860	1.007259	0.011578	0.202612	0.274863
ENSMUSG00000040997	-0.028530	-0.163681	0.178804	-0.382423	0.326124	0.187761
ENSMUSG00000041000	-0.309079	0.046199	-0.288375	0.481973	-0.206115	0.096589
ENSMUSG00000041009	-0.037412	-0.128258	-0.118631	-0.068784	0.091919	-0.419284
ENSMUSG00000041012	0.729597	0.690013	0.836507	0.877752	0.602081	0.448007
ENSMUSG00000041020	-0.395185	-0.025807	0.331919	-0.051454	-0.118932	0.121582
ENSMUSG00000041025	-0.186869	-0.073830	-0.236188	-0.383171	-0.214958	0.014088
ENSMUSG00000041028	-0.399677	0.313706	-0.023180	-0.046611	-0.004470	0.125565
ENSMUSG00000041035	-0.042967	-0.045919	-0.334758	-0.010341	-0.074637	-0.261634
ENSMUSG00000041040	0.540278	0.246929	-0.225091	-0.678053	-0.244346	0.232428
ENSMUSG00000041044	-0.021176	-0.101181	0.076425	0.497516	-0.477624	-0.741355
ENSMUSG00000041057	0.412918	-0.025125	0.140725	0.010248	0.041046	-0.076142
ENSMUSG00000041058	1.211416	0.828004	1.085805	1.564761	0.994589	0.898289
ENSMUSG00000041064	-0.081308	0.065248	-0.279012	-0.173194	-0.435750	-0.312302
ENSMUSG00000041075	0.749437	-0.080205	-0.007667	-0.449091	-0.073972	-0.022381
ENSMUSG00000041078	-0.592994	-0.266134	-0.042579	-0.508509	-0.798085	-0.822633
ENSMUSG00000041079	-0.069688	0.095103	0.067349	-0.312320	0.304164	-0.362082
ENSMUSG00000041084	-0.610264	0.212816	0.050979	0.336354	0.234424	0.416790
ENSMUSG00000041096	0.604913	-0.623959	-0.414456	-0.654111	0.052393	-0.239392
ENSMUSG00000041112	0.258873	0.550771	0.768099	1.019370	0.986742	0.704233
ENSMUSG00000041115	-0.065487	-0.260161	0.099949	0.009248	-0.147448	-0.279578
ENSMUSG00000041117	-0.531715	0.153695	-0.122433	0.038431	-0.244886	-0.290045
ENSMUSG00000041119	-0.617819	-0.013754	-0.386616	0.023225	0.197219	0.051783
ENSMUSG00000041120	-0.375919	0.382874	-0.369320	0.196578	-0.250601	-0.175217
ENSMUSG00000041124	0.305510	-0.067052	0.067359	-0.253392	0.168637	0.384122
ENSMUSG00000041126	-0.319446	-0.236835	-0.053601	-0.276973	-0.334241	-0.285518
ENSMUSG00000041130	-0.361892	-0.268753	-0.774992	-0.298250	-0.908735	-0.424770
ENSMUSG00000041132	0.165046	0.000097	0.140535	-0.038482	0.078838	-0.113543
ENSMUSG00000041133	0.247945	-0.077047	0.061111	-0.249938	-0.001502	-0.146069
ENSMUSG00000041134	-0.353436	-0.252988	-0.271878	-0.162111	-0.313325	0.066286
ENSMUSG00000041135	0.161274	-0.445734	-0.075298	-0.340695	0.083820	-0.106787
ENSMUSG00000041138	-0.647785	0.237448	-0.134687	0.956181	0.446124	0.666679
ENSMUSG00000041143	0.584529	1.694963	1.321372	2.624609	0.910073	0.293559
ENSMUSG00000041147	0.727894	0.435771	0.652927	0.002140	0.351618	0.049295
ENSMUSG00000041153	0.832356	0.569038	0.549638	-0.292483	0.256519	-0.035956
ENSMUSG00000041161	0.255997	0.196300	0.110841	-0.213653	0.149539	-0.274075
ENSMUSG00000041164	-0.305640	0.040269	-0.136448	-0.333018	-0.078644	-0.103855
ENSMUSG00000041168	-0.021435	-0.259099	-0.185620	-0.327705	0.008205	-0.135819
ENSMUSG00000041180	0.174588	1.539653	0.586840	0.885081	0.653716	0.809139
ENSMUSG00000041187	-0.223721	0.036484	-0.203075	-0.224908	0.071567	0.033569
ENSMUSG00000041189	0.027812	-0.435028	-0.057814	-0.124199	0.412266	0.151819
ENSMUSG00000041193	-0.358050	-0.191334	-0.136099	0.036701	-0.122929	-0.057477
ENSMUSG00000041199	-0.731131	-0.585081	-0.697193	-0.371508	-0.304781	-0.501076
ENSMUSG00000041203	-0.182780	-0.220707	0.117946	-0.261912	0.128801	-0.281790
ENSMUSG00000041215	-0.129012	-0.202248	0.092341	0.036573	0.097296	0.091760
ENSMUSG00000041216	-0.674855	-0.101452	0.109747	1.392287	0.747108	0.036847
ENSMUSG00000041219	0.290911	-0.123388	-0.136953	-0.479147	-0.236783	-0.514113
ENSMUSG00000041220	-0.071148	-0.089588	0.172839	-0.073159	-0.126000	0.128174
ENSMUSG00000041225	0.056329	0.143099	0.067894	-0.018628	-0.163358	0.198415
ENSMUSG00000041229	0.194376	-0.338855	-0.144358	-0.350733	0.082892	-0.044185
ENSMUSG00000041231	0.137879	-0.087998	-0.045940	-0.192649	-0.161180	-0.087672
ENSMUSG00000041235	0.720278	0.560590	0.705520	0.874324	0.947755	0.461920
ENSMUSG00000041236	-0.080071	-0.267422	-0.048663	0.012936	0.082418	0.097071
ENSMUSG00000041238	0.453830	-0.384306	0.931464	2.040013	0.602664	1.328852
ENSMUSG00000041241	-0.051187	0.032244	-0.002944	-0.220823	0.020217	-0.472633
ENSMUSG00000041247	-0.556955	0.385467	-0.180299	0.738757	0.133353	0.915233
ENSMUSG00000041248	0.473817	0.746901	0.565358	0.452424	0.428046	0.745683
ENSMUSG00000041255	-0.352370	0.151401	-0.030200	0.440364	0.390108	0.372221
ENSMUSG00000041258	0.811738	0.535119	0.484475	-0.030844	0.266116	-0.284504
ENSMUSG00000041263	0.641749	-0.354307	-0.102660	-0.366581	-0.413049	-0.509350
ENSMUSG00000041268	0.356522	0.199521	-0.159369	0.275217	0.645032	0.137412
ENSMUSG00000041272	0.056647	0.054852	1.704107	1.716417	0.413286	0.420324
ENSMUSG00000041278	-0.228199	0.133686	0.212120	0.407183	0.141526	0.336458
ENSMUSG00000041287	0.223490	-0.148500	-0.192902	-0.121553	-0.360260	-0.424528
ENSMUSG00000041293	-1.244840	0.219035	0.191843	0.332657	0.125055	0.428908
ENSMUSG00000041297	0.378569	-0.054582	0.148795	-0.053780	0.051261	0.072335
ENSMUSG00000041298	-0.017447	0.124413	0.023401	0.014230	0.131146	-0.029104
ENSMUSG00000041301	-0.845542	-0.030819	-0.142421	0.425362	0.011613	0.188653
ENSMUSG00000041303	0.552645	0.101114	-0.016708	0.054565	-0.217740	-0.609597
ENSMUSG00000041308	0.089603	-0.166326	-0.066072	-0.071339	0.183674	0.035077
ENSMUSG00000041309	0.175519	0.680221	-0.789604	0.861696	0.312267	0.154101
ENSMUSG00000041313	-0.037136	0.006544	0.686676	1.393372	1.452700	1.477131
ENSMUSG00000041319	0.219145	0.216814	0.180124	-0.294951	0.205728	0.059111
ENSMUSG00000041323	-0.121752	0.105684	0.317009	-0.223817	0.242081	0.057518
ENSMUSG00000041324	0.227945	0.301898	0.473814	0.445376	0.836053	1.119263
ENSMUSG00000041328	0.443213	-0.101486	0.014434	-0.051806	0.191591	-0.030444
ENSMUSG00000041329	0.312173	0.306806	0.019688	-0.187176	0.484863	0.031498
ENSMUSG00000041341	0.036573	-0.021938	-0.149961	-0.075677	0.141206	-0.325204
ENSMUSG00000041343	0.629381	0.506935	-0.340108	0.196824	0.080525	-0.102832
ENSMUSG00000041346	0.670099	-0.056270	0.158830	-0.196088	-0.056186	-0.284672
ENSMUSG00000041351	-0.305443	-0.809651	-0.531811	-0.685481	-0.472175	-0.588770
ENSMUSG00000041353	0.245290	0.164382	0.229436	-0.378171	0.270598	0.243491
ENSMUSG00000041354	0.724562	0.444956	0.494724	-0.356628	0.205784	-0.447425
ENSMUSG00000041355	-0.006102	0.144309	-0.094719	0.080057	0.074431	0.085472
ENSMUSG00000041361	0.347177	0.369352	0.070089	0.181552	0.418059	0.409673
ENSMUSG00000041362	-0.962423	-0.093530	0.425896	0.136044	0.706990	0.369185
ENSMUSG00000041372	-0.156923	0.013136	0.093085	0.128359	0.492703	-0.839359
ENSMUSG00000041375	0.659702	1.495827	0.637031	-0.030144	1.449196	0.428517
ENSMUSG00000041377	0.028972	-0.563181	-0.756973	-0.551419	-0.581512	-0.863707
ENSMUSG00000041380	-0.803973	-0.156365	0.130057	0.908434	0.648473	1.247581
ENSMUSG00000041390	-0.380135	0.734470	0.355720	0.954015	0.574252	1.327440
ENSMUSG00000041396	0.286976	0.142795	0.292519	-0.384385	0.143658	-0.047529
ENSMUSG00000041406	-1.259751	-1.072793	-0.043829	0.498104	-0.603377	-0.931580
ENSMUSG00000041408	0.404073	0.273069	0.349256	0.011195	0.431994	0.169792
ENSMUSG00000041415	0.246200	-0.123940	0.273829	0.275064	-0.354633	0.156821
ENSMUSG00000041417	0.444248	0.091088	0.597286	0.615158	0.217156	0.065004
ENSMUSG00000041420	0.456035	0.269831	-0.139594	-0.188565	-0.119026	-0.384724
ENSMUSG00000041426	0.050167	-0.018404	0.016713	0.048224	0.189660	0.663217
ENSMUSG00000041429	0.098449	0.058508	0.042663	-0.136947	0.131956	-0.005846
ENSMUSG00000041431	0.292054	-0.097057	0.007464	-0.568954	-0.274849	-0.587951
ENSMUSG00000041438	0.156172	0.099195	0.125478	-0.038606	0.121567	-0.343342
ENSMUSG00000041439	0.483104	0.274158	-0.038894	0.211523	-0.047852	-0.160393
ENSMUSG00000041440	-0.108910	0.084229	-0.038172	-0.270774	0.050079	-0.270455
ENSMUSG00000041444	-0.366281	0.045917	-0.039036	0.368829	0.388070	0.401408
ENSMUSG00000041445	0.213935	0.404486	-0.289895	0.740897	0.466920	0.030028
ENSMUSG00000041453	0.264811	0.101054	0.014777	-0.175399	-0.067138	0.196176
ENSMUSG00000041459	0.546322	0.235000	-0.140831	-0.180439	-0.135978	-0.433943
ENSMUSG00000041460	-0.723297	0.005362	0.365531	0.322916	0.639299	0.157533
ENSMUSG00000041471	0.640068	-0.430747	0.138507	2.411998	0.551582	1.858121
ENSMUSG00000041476	-0.240221	-0.376950	-0.339186	-0.384247	-0.370532	0.133161
ENSMUSG00000041477	0.286832	0.257329	0.311760	0.149417	-0.009320	0.089002
ENSMUSG00000041482	-0.413350	0.110165	-0.214842	0.609022	0.010153	0.313394
ENSMUSG00000041483	0.649281	-0.227443	0.313686	-0.574049	0.119779	-0.020063
ENSMUSG00000041488	-0.591056	-0.026765	-0.387390	0.240442	0.503961	-0.056495
ENSMUSG00000041491	0.074474	0.015490	0.206492	0.134432	0.418868	0.277553
ENSMUSG00000041498	-0.101006	-0.003166	0.001726	0.181767	0.504381	0.317249
ENSMUSG00000041506	0.237586	-0.388334	-0.157036	-0.340164	-0.005443	-0.063986
ENSMUSG00000041515	0.197666	0.113142	0.430737	-0.021839	0.076133	0.031219
ENSMUSG00000041523	0.601377	0.250641	-0.099960	-0.463418	0.053411	-0.221888
ENSMUSG00000041528	-0.267266	-0.243812	-0.236111	-0.233917	-0.277415	-0.396838
ENSMUSG00000041530	0.186357	0.678612	0.437192	-0.080810	-0.112424	-0.253705
ENSMUSG00000041534	-1.296293	-0.044344	0.323568	0.264008	0.119978	0.232524
ENSMUSG00000041538	-0.004812	-0.032888	-0.038515	-0.180747	0.118864	0.089729
ENSMUSG00000041540	-0.505091	1.006281	0.506632	-0.371062	0.508781	0.254694
ENSMUSG00000041544	-0.718594	-0.188851	-0.158121	-0.272705	-0.422104	-0.588671
ENSMUSG00000041556	-0.420728	-0.127254	-0.246509	0.314200	-0.160108	-0.253499
ENSMUSG00000041559	-0.035890	0.045778	-0.267714	0.520490	0.295438	0.014232
ENSMUSG00000041560	-0.159092	0.029562	0.016031	-0.129542	0.085699	-0.140826
ENSMUSG00000041570	-0.310915	0.618186	2.107568	0.515552	0.217241	0.915337
ENSMUSG00000041571	-0.450693	-0.867342	-0.515283	-0.802404	-1.006342	-1.184666
ENSMUSG00000041577	-0.343162	0.096559	-1.198496	-0.311387	-0.735377	-0.880953
ENSMUSG00000041578	-0.736834	0.432479	1.063063	0.235794	0.028411	-0.007844
ENSMUSG00000041592	-0.671888	-0.065176	-0.187242	-0.005560	-0.127112	0.054294
ENSMUSG00000041594	0.866158	1.025310	1.632827	0.845565	0.729297	1.738340
ENSMUSG00000041596	-0.285859	0.191820	0.098087	0.082508	0.261774	1.069730
ENSMUSG00000041605	0.016524	-0.638758	-0.432832	-0.697722	-0.687701	-0.596505
ENSMUSG00000041607	-0.176969	0.199123	-0.069156	-0.125017	-0.005753	-0.095735
ENSMUSG00000041609	0.117810	-0.381502	-0.036273	-0.438957	-0.082674	-0.126372
ENSMUSG00000041620	-0.007025	-0.120061	-0.001639	-0.412912	0.190916	0.407604
ENSMUSG00000041623	0.305597	-0.022577	0.491766	0.220085	0.401205	0.387429
ENSMUSG00000041625	0.518087	0.166883	0.792336	0.602143	0.630221	0.475951
ENSMUSG00000041629	0.475543	0.326878	0.200926	-0.273984	0.198506	-0.073158
ENSMUSG00000041632	-0.143792	0.072369	0.126061	0.069216	0.222335	0.092371
ENSMUSG00000041638	-1.980692	-0.308841	-0.547685	-0.001494	-0.728730	-0.285618
ENSMUSG00000041642	-0.252621	-0.028976	-0.143215	-0.054511	-0.183843	-0.200525
ENSMUSG00000041645	0.136066	-0.065457	0.026103	-0.319006	0.121846	0.091956
ENSMUSG00000041649	0.060376	-0.174138	-0.095677	0.225805	-0.093025	0.595572
ENSMUSG00000041650	0.518087	0.166883	0.792336	0.602143	0.630221	0.475951
ENSMUSG00000041654	0.432990	0.544424	0.704248	0.178111	0.811644	0.406090
ENSMUSG00000041658	-1.971031	0.999564	-0.531951	0.413396	0.861605	0.264181
ENSMUSG00000041669	-0.624915	0.155111	0.204533	1.122267	0.724649	0.273648
ENSMUSG00000041670	-0.558573	-0.157973	0.565525	0.950961	2.255031	1.748007
ENSMUSG00000041671	-0.316333	0.328981	0.102946	-0.116200	0.059081	-0.271121
ENSMUSG00000041674	-1.082320	1.354382	0.570105	0.568246	-0.783676	-0.105905
ENSMUSG00000041679	0.336519	0.043953	0.103388	-0.216768	0.117575	0.051415
ENSMUSG00000041684	0.114579	-0.772768	-0.312543	-0.664664	-0.627234	-0.892513
ENSMUSG00000041685	0.028104	-0.083222	0.082624	0.125401	0.089342	0.113949
ENSMUSG00000041697	0.482690	-0.185552	-0.178104	-0.354130	-0.270363	-0.434903
ENSMUSG00000041700	-0.602243	0.504025	-0.339759	0.346428	0.028625	0.029742
ENSMUSG00000041702	0.210586	0.080650	0.338507	0.263226	0.010523	0.267154
ENSMUSG00000041708	-0.118417	-0.019955	0.270265	0.047259	-0.542113	-0.455016
ENSMUSG00000041710	-0.105618	-0.160101	0.169947	0.493232	0.424097	0.197862
ENSMUSG00000041712	0.797549	0.042885	0.370763	-0.265038	0.319554	-0.163191
ENSMUSG00000041716	0.241962	0.166821	0.578270	0.035680	0.070104	0.147871
ENSMUSG00000041718	0.093153	-0.036955	0.117746	-0.189356	0.207307	-0.280071
ENSMUSG00000041720	0.135688	-0.004331	-0.164634	0.091925	-0.052024	-0.165294
ENSMUSG00000041729	-0.092046	0.159976	-0.149428	-0.096740	-0.155016	-0.054377
ENSMUSG00000041731	-0.786526	0.960177	0.078338	0.754380	0.842488	0.924920
ENSMUSG00000041733	0.281705	0.060970	-0.060467	-0.301892	0.251020	-0.293978
ENSMUSG00000041734	-0.712099	0.217706	-0.191804	0.324896	-0.299099	0.132635
ENSMUSG00000041736	-0.118460	0.137860	0.044304	0.043047	0.036729	0.018145
ENSMUSG00000041740	0.354482	-0.017424	-0.100649	-0.389115	-0.122214	0.129618
ENSMUSG00000041741	-0.093217	0.087171	0.097240	0.234673	-0.114411	0.075597
ENSMUSG00000041747	0.176854	0.113708	0.083199	-0.137900	-0.105320	-0.258197
ENSMUSG00000041750	-0.569183	-0.431259	-0.600237	0.044470	-0.367742	0.175286
ENSMUSG00000041757	-0.188694	0.000765	-0.186441	0.330884	0.075687	0.225446
ENSMUSG00000041762	-1.026251	-0.933197	-0.588799	-0.404824	0.423093	-0.675386
ENSMUSG00000041763	-0.050165	0.111487	0.369941	0.239772	0.262247	0.301337
ENSMUSG00000041765	0.528312	0.591592	0.593912	1.151480	1.087995	0.341340
ENSMUSG00000041769	0.214450	0.461660	0.265911	-0.160367	0.309250	-0.193623
ENSMUSG00000041771	-0.311349	0.018103	-0.261464	0.730978	-0.169709	0.336276
ENSMUSG00000041773	0.316419	0.003271	-0.139275	-0.129477	-0.274730	-0.096870
ENSMUSG00000041774	-0.055905	-0.126751	-0.199591	-0.389907	-0.585105	-0.638614
ENSMUSG00000041775	0.058954	0.031896	0.162911	-0.073212	-0.278512	-0.338784
ENSMUSG00000041777	-0.239190	-0.070468	0.128520	0.187769	-0.038063	0.385778
ENSMUSG00000041779	0.657248	-0.087911	0.597527	-0.329754	0.376771	0.242154
ENSMUSG00000041781	0.082060	0.788833	0.742825	1.145921	1.089784	1.150211
ENSMUSG00000041782	-0.116325	0.046175	-0.260451	0.427914	0.041539	0.539730
ENSMUSG00000041794	-0.202041	-0.075408	-0.141610	0.064898	-0.058276	-0.008354
ENSMUSG00000041798	-0.646872	-0.265524	0.030855	0.146217	-0.332910	0.208627
ENSMUSG00000041801	0.476628	2.096600	0.819381	-0.355259	1.315367	0.856841
ENSMUSG00000041809	0.210525	-0.378063	0.190406	-0.381130	1.311602	0.197061
ENSMUSG00000041817	-0.471823	0.107818	0.165054	0.281829	-0.071417	0.370181
ENSMUSG00000041831	-1.035604	-0.215427	-0.063241	0.356827	-0.338983	0.089301
ENSMUSG00000041836	0.279444	0.648427	1.062180	1.808762	1.701847	0.510161
ENSMUSG00000041837	0.009731	0.262663	-0.118376	-0.463829	0.012604	-0.266342
ENSMUSG00000041840	0.374911	0.170008	0.195043	-0.168921	0.204690	0.039488
ENSMUSG00000041841	0.673335	0.194195	0.155424	-0.537287	0.046612	-0.106165
ENSMUSG00000041842	0.719979	1.868311	0.800457	0.190589	0.049868	-0.123313
ENSMUSG00000041845	-0.554153	0.222184	0.068113	0.350122	-0.000023	-0.009620
ENSMUSG00000041846	0.316984	0.383828	0.517918	-0.231627	0.142389	0.055579
ENSMUSG00000041849	0.228096	0.315120	1.127234	0.883052	1.321709	2.213343
ENSMUSG00000041852	0.092406	0.823323	0.603465	0.406658	0.687985	0.512792
ENSMUSG00000041859	0.182146	-0.404488	-0.174074	-0.493197	-0.081301	0.021162
ENSMUSG00000041870	0.327149	-0.344234	-0.393480	-0.572048	-0.203702	-0.516479
ENSMUSG00000041878	0.481090	0.053399	0.652881	-0.539160	-0.127041	0.056413
ENSMUSG00000041879	-0.058678	0.685054	0.407470	0.456932	0.136628	0.366743
ENSMUSG00000041881	0.140775	0.184790	-0.071324	0.003803	-0.145083	-0.028631
ENSMUSG00000041886	-0.546816	-0.091312	0.150901	0.632263	0.124422	0.816584
ENSMUSG00000041890	0.423936	-0.141343	-0.314033	-0.520114	-0.021777	-0.473237
ENSMUSG00000041891	0.018390	-0.127165	0.997305	-0.244656	0.210522	0.130291
ENSMUSG00000041895	0.131446	-0.274326	0.068668	0.109151	-0.464168	-0.301197
ENSMUSG00000041911	0.258332	-0.283530	-0.110798	-0.441475	0.046013	-0.324132
ENSMUSG00000041915	-0.073732	-0.013234	-0.013651	-0.122110	-0.012598	-0.124790
ENSMUSG00000041920	0.240634	0.053442	0.225629	-0.174153	-0.023666	-0.070118
ENSMUSG00000041921	0.094029	0.289576	0.174219	0.304317	-0.063010	0.078070
ENSMUSG00000041923	0.623684	1.072884	1.012458	2.471288	0.770189	1.419757
ENSMUSG00000041926	-0.338637	0.001636	0.848845	0.431345	0.259985	-0.101034
ENSMUSG00000041930	-0.130338	0.081358	-0.244218	-0.002230	-0.161319	0.009054
ENSMUSG00000041935	-0.384531	-0.201187	-0.267237	-0.139522	-0.269309	0.193001
ENSMUSG00000041936	0.730579	0.880374	0.354009	-0.647111	0.038878	-0.303115
ENSMUSG00000041939	-0.053817	0.217637	-0.129209	-0.133792	0.303552	-0.188994
ENSMUSG00000041945	0.112296	0.263377	0.083618	0.402804	0.149970	0.165171
ENSMUSG00000041949	-0.445060	0.246890	0.316204	-0.021872	0.191956	0.073545
ENSMUSG00000041957	-0.155529	-0.228373	0.219052	-0.008885	0.508490	0.345365
ENSMUSG00000041958	0.603833	0.411071	0.310732	-0.236961	0.166017	0.088678
ENSMUSG00000041959	0.319332	0.686422	1.321334	0.836924	0.671159	0.076426
ENSMUSG00000041961	0.242010	0.899052	1.310606	0.331530	0.629327	0.350491
ENSMUSG00000041966	0.470066	-0.236496	-0.012135	-0.420628	0.234388	-0.153163
ENSMUSG00000041974	1.256017	0.753243	0.736632	0.150566	0.247577	0.271501
ENSMUSG00000041975	0.081760	0.004427	0.199615	0.104892	0.049882	0.190529
ENSMUSG00000041977	0.771463	0.493643	0.923217	0.601182	1.043781	0.675641
ENSMUSG00000041986	-0.442297	0.054194	-0.199328	0.191043	0.015316	0.007057
ENSMUSG00000041992	0.312319	0.951450	0.193069	1.175488	0.400585	0.952733
ENSMUSG00000041995	0.486396	0.097854	0.272635	-0.051671	-0.603460	-0.052688
ENSMUSG00000041997	-0.219687	0.127666	0.104198	-0.032638	0.123711	-0.043693
ENSMUSG00000042002	0.010976	0.244973	0.977186	0.992125	0.277625	0.770594
ENSMUSG00000042010	0.042354	0.012186	-0.299662	-0.053828	-0.051278	-0.894108
ENSMUSG00000042015	0.380808	0.307378	0.852560	0.297554	0.736274	0.511499
ENSMUSG00000042029	0.755374	-0.127731	0.012023	-0.305214	0.188102	-0.509606
ENSMUSG00000042032	0.346527	-0.248429	0.183929	0.096937	0.052872	-0.165855
ENSMUSG00000042035	-0.135416	0.516240	0.092494	0.600518	-0.294149	0.611459
