#geneID	Ikaros/Control_0h	Ikaros/Control_2h	Ikaros/Control_6h	Ikaros/Control_12h	Ikaros/Control_18h	Ikaros/Control_24h
ENSMUSG00000029428	0.493204	0.333873	-0.302595	0.037504	0.144774	0.481259
ENSMUSG00000029430	-0.157394	-0.076332	0.148793	-0.610810	-1.203475	-1.408900
ENSMUSG00000029432	-0.217475	-0.354793	0.452617	-0.111670	0.365741	0.369556
ENSMUSG00000029433	-0.086021	0.151457	-0.114889	-0.111658	-0.350035	-0.429080
ENSMUSG00000029434	-0.128008	-0.039080	0.526892	0.275042	0.782419	0.898305
ENSMUSG00000029438	-0.073681	-0.116344	0.085321	0.371032	1.669842	1.871645
ENSMUSG00000029439	0.027142	0.244222	0.254101	0.191963	0.264936	0.604241
ENSMUSG00000029440	-0.215001	0.147138	0.116565	0.120870	-0.145985	-0.059942
ENSMUSG00000029442	0.427740	1.026738	-0.690075	-1.034113	-0.899984	-0.231479
ENSMUSG00000029446	0.172834	0.138978	0.193654	-0.091977	-1.030061	-1.332414
ENSMUSG00000029447	0.027154	-0.045804	0.188909	-0.761309	-0.947427	-1.192331
ENSMUSG00000029449	0.273329	1.109091	1.042445	0.182470	-0.865790	-1.570671
ENSMUSG00000029452	-0.565164	-0.768930	0.440556	1.117937	1.531816	0.714473
ENSMUSG00000029454	-0.015080	0.117598	-0.093382	-0.152739	-0.291711	-0.094451
ENSMUSG00000029455	0.375423	0.453854	0.221116	0.437975	0.745301	0.865311
ENSMUSG00000029456	-0.356983	-0.373444	-0.180338	0.169978	0.609202	0.720244
ENSMUSG00000029458	-0.035297	0.061739	0.030634	0.215578	0.202581	0.269431
ENSMUSG00000029461	0.045701	-0.036543	0.178754	0.215753	0.393176	0.210986
ENSMUSG00000029462	-0.222798	0.182434	-0.166227	-0.368072	-0.691045	-0.549048
ENSMUSG00000029463	0.205735	0.059319	0.121690	0.360716	0.533779	0.492328
ENSMUSG00000029464	-0.233744	-0.202443	-0.363819	-0.500674	-0.360333	-0.456129
ENSMUSG00000029465	0.105977	0.096482	-0.045921	0.711288	0.599794	0.969088
ENSMUSG00000029466	0.009703	0.113742	-0.150092	0.180176	0.024701	0.081232
ENSMUSG00000029467	-0.069541	-0.156151	-0.092418	-0.370722	-0.470031	-1.002921
ENSMUSG00000029468	3.521653	1.359055	0.093730	0.679383	0.796083	1.896536
ENSMUSG00000029469	1.245460	1.812782	1.442412	1.060653	1.080078	1.573251
ENSMUSG00000029470	0.247779	0.232640	-0.150066	0.146755	0.155039	0.463908
ENSMUSG00000029471	0.819425	-0.061273	-0.336951	-0.725128	-0.946839	-0.988254
ENSMUSG00000029472	0.012525	0.142441	0.366162	0.333562	0.544421	-0.057059
ENSMUSG00000029474	-0.120231	0.099897	0.389540	0.269330	0.549907	0.591589
ENSMUSG00000029475	-0.058265	-0.135449	0.054665	-0.292624	-0.395622	-0.486133
ENSMUSG00000029478	2.761113	2.360259	2.380908	2.934377	1.806895	1.709823
ENSMUSG00000029480	-0.117737	-0.345205	-0.286917	-0.474235	-0.268737	-0.342513
ENSMUSG00000029482	0.354185	0.500157	1.085800	0.132708	0.685085	0.956856
ENSMUSG00000029486	-0.117251	0.101630	-0.152265	0.318655	-0.032132	0.221761
ENSMUSG00000029499	-0.898440	-0.225821	-0.905970	-0.655443	-1.233997	-1.799757
ENSMUSG00000029500	-0.349002	-0.400495	-0.090214	-0.664187	-0.390790	-0.746821
ENSMUSG00000029501	-0.040898	0.013389	-0.006483	-0.047492	0.047260	0.299790
ENSMUSG00000029502	-0.096059	0.199144	0.065349	-0.536478	-0.323865	-0.151728
ENSMUSG00000029504	-0.014409	-0.232180	-0.125112	-1.073546	-0.986056	-1.290639
ENSMUSG00000029505	-0.237550	-0.152701	-0.239253	-0.024879	-0.205390	-0.507613
ENSMUSG00000029507	-0.309178	-0.479014	-0.603218	-1.020752	-1.890927	-1.805983
ENSMUSG00000029512	0.274793	0.413263	0.533579	0.837654	1.573494	1.202637
ENSMUSG00000029513	-0.134963	-0.303975	-0.036685	-0.348810	-0.196164	-0.090602
ENSMUSG00000029516	-0.144918	-0.045910	-0.214544	-0.009420	-0.273838	-0.632022
ENSMUSG00000029518	-0.127904	-0.115230	-0.056249	-0.324535	-0.068724	-0.251262
ENSMUSG00000029521	-0.041226	0.174570	-0.370397	-0.148065	0.071583	-0.432821
ENSMUSG00000029524	0.023348	0.005279	-0.398007	0.327161	0.102993	0.598604
ENSMUSG00000029528	0.244156	-0.697280	-0.891430	-0.926080	-1.045696	-0.922166
ENSMUSG00000029534	-0.372714	-0.310848	-1.041267	-1.146871	-1.823894	-2.144261
ENSMUSG00000029535	-0.150332	-0.194037	-0.474882	-0.745895	-0.437822	-0.548680
ENSMUSG00000029536	-0.002788	0.026569	-0.099356	-0.269734	-0.547611	-0.883195
ENSMUSG00000029538	-0.043489	0.073599	-0.197930	-0.519788	-0.739632	-0.903587
ENSMUSG00000029544	0.115678	-0.382357	-1.538277	-1.470150	-2.599041	-2.771376
ENSMUSG00000029545	-0.061891	-0.071953	-0.270960	0.017255	0.337406	0.613273
ENSMUSG00000029547	0.104922	0.035848	0.653125	0.724109	0.855473	0.527092
ENSMUSG00000029550	-0.052265	0.108633	-0.011178	0.485742	0.480855	0.183689
ENSMUSG00000029551	-0.167405	-0.374399	-0.641039	-0.653658	-0.875263	-0.703725
ENSMUSG00000029554	0.091880	0.409283	0.176404	0.263661	0.150174	-0.027527
ENSMUSG00000029557	-0.026682	0.287178	0.205259	0.130316	0.099211	0.309064
ENSMUSG00000029559	0.071375	0.364837	0.161393	0.107360	0.097757	0.675963
ENSMUSG00000029560	-0.302893	0.258280	0.606222	0.458552	0.939375	0.920809
ENSMUSG00000029569	0.096834	-0.151364	0.078027	-0.084835	0.022612	-0.571274
ENSMUSG00000029570	-0.371829	-2.124835	-2.350066	-1.915447	-1.549854	-1.392105
ENSMUSG00000029571	0.190430	0.021715	0.339402	0.620979	1.080217	1.395366
ENSMUSG00000029575	0.094737	-0.109866	0.115187	0.277097	0.477567	0.574776
ENSMUSG00000029577	0.232650	0.021782	0.197581	0.031377	0.670138	0.628614
ENSMUSG00000029578	0.205489	0.139210	0.214679	0.158092	0.518099	0.535658
ENSMUSG00000029580	0.090372	-0.051954	0.412289	0.329945	0.244559	-0.030535
ENSMUSG00000029587	0.343029	0.091438	0.172147	0.233032	0.436713	0.706197
ENSMUSG00000029591	-0.161267	-0.133558	-0.034691	-0.186439	-1.044621	-2.014959
ENSMUSG00000029592	0.043853	0.279788	0.254920	0.488290	0.898433	1.067563
ENSMUSG00000029594	-0.057611	-0.271703	0.234623	-1.043381	-0.776870	-0.918055
ENSMUSG00000029598	0.017401	0.074739	0.404436	0.007114	-0.128650	-0.541390
ENSMUSG00000029599	0.026540	-0.038434	0.070073	-0.312094	-0.347071	-0.301170
ENSMUSG00000029600	-0.474415	-0.336691	-0.534814	-1.245837	-1.697829	-1.483729
ENSMUSG00000029601	-0.008833	-0.097540	0.296878	0.864773	1.459858	1.798972
ENSMUSG00000029602	-0.279969	-0.281605	-0.989353	-2.344565	-2.263866	-2.007460
ENSMUSG00000029605	-0.316558	-0.422554	-0.808420	0.296976	0.842301	0.623204
ENSMUSG00000029607	0.255156	0.164514	-0.115430	-1.574975	-2.061319	-0.478352
ENSMUSG00000029610	-0.004573	0.204424	-0.015986	-0.422340	-1.515845	-1.942204
ENSMUSG00000029613	0.081734	0.235529	0.631349	0.509127	0.861793	0.916858
ENSMUSG00000029614	-0.147786	-0.072192	-0.126991	-0.353067	-0.506173	-0.213365
ENSMUSG00000029616	0.261260	0.569170	0.283375	0.838916	0.455235	0.152312
ENSMUSG00000029617	0.345547	0.339009	0.456808	0.355006	0.722360	0.865814
ENSMUSG00000029621	0.241604	0.569364	0.487023	0.855529	0.997574	0.905672
ENSMUSG00000029622	-0.006898	0.199728	0.344939	0.344377	0.289756	0.158178
ENSMUSG00000029623	0.352624	0.581014	0.001864	-0.358213	-1.029469	-0.771977
ENSMUSG00000029624	0.174771	0.409015	-0.056254	0.444924	0.647957	0.747203
ENSMUSG00000029625	0.025784	0.060570	-0.229682	-0.052020	-0.015882	-0.116478
ENSMUSG00000029627	-0.155157	0.106883	0.247651	0.459873	0.959454	1.370429
ENSMUSG00000029629	-0.022804	0.265392	0.221451	0.417459	0.185628	0.482758
ENSMUSG00000029632	-0.160656	-0.172419	-0.289576	0.117619	-0.011234	-0.477798
ENSMUSG00000029633	0.623683	-1.539222	1.687940	-0.436692	0.305409	0.609530
ENSMUSG00000029634	-0.090636	0.144583	0.754395	0.182539	0.579923	0.479103
ENSMUSG00000029635	-0.100966	-0.003907	-0.410816	-0.469732	-0.607698	-0.820612
ENSMUSG00000029638	-0.057439	0.481712	-0.033243	1.514225	3.129671	3.136033
ENSMUSG00000029640	0.393201	0.348848	0.516169	-0.141539	-0.177887	0.019757
ENSMUSG00000029642	-0.081271	0.107975	0.151255	0.393355	0.148332	0.405987
ENSMUSG00000029647	0.218378	0.282838	0.185164	0.247214	0.302175	0.309468
ENSMUSG00000029649	0.193282	0.226944	0.274128	0.087250	-0.243299	-0.088914
ENSMUSG00000029650	-0.040111	1.146971	2.469513	3.470624	3.942896	3.376904
ENSMUSG00000029655	0.270263	0.396688	0.298183	0.034922	-0.032744	0.173615
ENSMUSG00000029657	0.667144	0.592703	0.446308	-0.255148	-0.363368	-0.965509
ENSMUSG00000029670	-0.088533	0.079427	0.244037	0.014435	-0.074171	-0.088887
ENSMUSG00000029672	0.069649	-0.138596	-0.715160	-1.151746	-0.458840	0.197812
ENSMUSG00000029674	0.020505	-0.535371	-0.469920	-0.567929	-0.775993	-0.951944
ENSMUSG00000029676	-0.207443	-0.331452	-0.453158	-0.270778	-0.555390	-0.672974
ENSMUSG00000029681	-0.191476	0.294749	0.062538	0.648737	0.442516	0.369456
ENSMUSG00000029684	-0.013821	-0.027359	-0.186766	0.320876	0.277312	0.261823
ENSMUSG00000029686	0.046213	0.113798	-0.159796	-0.189291	-0.665171	-0.469765
ENSMUSG00000029687	-0.399854	0.179972	-0.025689	0.302917	0.900544	1.417451
ENSMUSG00000029699	0.049273	-0.177499	-0.446220	1.988919	2.098583	2.899542
ENSMUSG00000029700	-0.177901	-0.549212	-1.654987	-0.278817	-0.414775	-0.826585
ENSMUSG00000029701	0.017327	-0.152629	-0.353694	-0.693621	-0.636288	0.177101
ENSMUSG00000029703	0.084608	0.129554	0.243004	-0.028683	0.092623	-0.204261
ENSMUSG00000029705	-0.495171	-0.352389	0.082895	0.535829	0.298601	0.171762
ENSMUSG00000029708	-0.151249	-0.375329	0.583032	0.160860	0.793464	1.209402
ENSMUSG00000029710	-0.308509	-1.035621	-2.900883	-3.199026	-3.343330	-4.052555
ENSMUSG00000029713	-0.029563	0.014001	0.115789	0.070288	0.253299	0.168324
ENSMUSG00000029714	0.102994	0.507182	0.919602	0.979512	1.335247	1.639377
ENSMUSG00000029715	0.205586	0.140713	0.358695	-0.276055	-0.317023	0.085084
ENSMUSG00000029716	0.501608	0.457758	0.678734	1.470117	1.026416	1.029140
ENSMUSG00000029720	0.248810	0.338317	0.393815	0.906246	1.148244	1.886643
ENSMUSG00000029722	0.052665	1.678953	1.976059	2.147756	2.186780	1.701695
ENSMUSG00000029723	0.005906	0.461381	0.572692	0.573535	0.356154	0.168377
ENSMUSG00000029725	0.451490	0.644679	0.705995	-0.048794	-0.355506	0.501927
ENSMUSG00000029726	0.287617	0.465001	0.728304	0.578449	0.505361	0.608580
ENSMUSG00000029729	0.393528	0.346169	0.067103	0.137543	0.456955	0.180712
ENSMUSG00000029730	0.102486	0.317134	0.432732	0.349861	0.323335	-0.174809
ENSMUSG00000029735	0.135044	-0.022167	-0.315733	0.393228	0.021924	0.122441
ENSMUSG00000029752	0.225900	0.381510	0.079386	-0.454944	-2.216110	-2.796408
ENSMUSG00000029759	-0.179512	-0.389436	-1.201634	-1.362072	-1.173826	-1.116676
ENSMUSG00000029763	0.007782	0.152039	0.061462	0.201065	0.032654	0.104237
ENSMUSG00000029767	-0.041416	0.036870	-0.155028	-0.360547	-0.525781	-0.865234
ENSMUSG00000029771	-0.342743	-0.767752	-0.413564	0.840201	0.318823	0.640777
ENSMUSG00000029772	-0.190660	-0.404422	-0.413177	-0.845585	-0.767251	-0.728317
ENSMUSG00000029775	0.010744	-0.112305	-0.054667	-0.287704	-0.186396	-0.306109
ENSMUSG00000029776	-0.389256	0.038887	-0.407437	0.380365	0.748446	0.675804
ENSMUSG00000029777	0.089460	0.099975	0.024481	-0.454735	-1.018155	-1.242008
ENSMUSG00000029780	-0.059146	0.030254	-0.086505	-0.774765	-1.380101	-1.181873
ENSMUSG00000029782	-0.027626	0.058840	-0.066074	-0.004755	-0.578526	-1.377300
ENSMUSG00000029787	-0.116869	0.060136	0.518857	0.261814	0.938181	0.876003
ENSMUSG00000029790	-0.032566	-0.093939	-0.519577	-1.360154	-1.822418	-2.083144
ENSMUSG00000029798	-0.191749	-0.285464	-0.048992	0.602982	0.253804	0.276677
ENSMUSG00000029804	-0.858434	-1.507431	-0.526296	-0.237025	0.024856	-0.537734
ENSMUSG00000029814	0.437368	0.359815	0.214110	0.038396	-0.006605	0.335979
ENSMUSG00000029815	-0.110710	-0.333337	-0.629574	-0.282090	-0.973903	-0.653860
ENSMUSG00000029817	-0.199115	-0.042900	-0.319902	-0.072136	-0.026969	-0.415123
ENSMUSG00000029823	-0.160085	-0.162084	-0.635006	-0.470667	-1.251662	-1.119318
ENSMUSG00000029826	0.171054	-0.292307	0.019671	-0.136172	0.199798	0.305607
ENSMUSG00000029828	-0.533300	-1.218900	-0.532894	-1.306503	-1.607996	-2.518817
ENSMUSG00000029833	0.246395	0.183109	-0.076213	0.015351	0.024724	0.192222
ENSMUSG00000029836	0.104887	0.157696	0.393710	-1.069707	-0.709962	-0.340427
ENSMUSG00000029840	-0.119589	-0.385004	0.240263	0.269814	0.861200	0.217629
ENSMUSG00000029847	0.188803	-0.034525	-1.800498	0.916250	-0.828449	-0.347857
ENSMUSG00000029862	-0.296443	-0.805422	0.361516	-0.556137	-1.368059	-0.472169
ENSMUSG00000029863	-0.172126	-0.127088	0.254267	0.136789	0.473896	-0.093553
ENSMUSG00000029864	-0.924383	-0.839951	-0.521281	0.222488	0.450395	0.229931
ENSMUSG00000029910	0.106794	0.032284	-0.293729	0.029180	-0.270307	-0.912277
ENSMUSG00000029911	-0.148400	0.201054	-0.265393	-0.132616	-1.016340	-0.516364
ENSMUSG00000029916	-0.037890	-0.333465	-0.612184	-0.664805	-0.628056	-1.198756
ENSMUSG00000029918	-0.082572	-0.047232	-0.408706	-0.585966	-0.978012	-0.478738
ENSMUSG00000029920	-0.039089	-0.143069	0.064379	0.164272	0.355589	0.292333
ENSMUSG00000029922	-0.334442	-0.043556	0.148089	0.600044	0.745296	1.008021
ENSMUSG00000029923	-1.314604	-0.162628	1.459785	2.416010	2.732479	3.193786
ENSMUSG00000029924	-0.444841	0.485167	0.821329	2.037552	2.356666	2.228278
ENSMUSG00000029992	-0.065374	0.044076	0.197143	-0.302575	0.066364	-0.545062
ENSMUSG00000029993	-0.378229	-0.057008	-0.181079	0.134145	-0.400042	-0.598983
ENSMUSG00000029994	0.627076	0.705364	0.387040	-1.387832	-0.679889	-0.534557
ENSMUSG00000029998	0.086672	0.258490	0.030624	0.086852	0.483567	0.375826
ENSMUSG00000030002	0.066536	-0.216140	-0.197128	-0.047959	0.123717	0.199328
ENSMUSG00000030007	-0.111164	-0.092661	0.054151	-0.559769	-0.760530	-1.067982
ENSMUSG00000030008	-0.163278	-0.123864	-0.432309	-0.325555	-0.784583	-1.192888
ENSMUSG00000030016	0.131297	-0.043073	0.392207	0.115662	0.479036	0.543925
ENSMUSG00000030019	-0.219840	-0.331619	0.183504	-0.232350	0.275054	-0.405254
ENSMUSG00000030031	-0.307287	-0.228189	-0.056196	-0.878233	-1.098724	-1.684782
ENSMUSG00000030032	2.885653	1.854488	0.818115	1.375003	1.168451	0.015968
ENSMUSG00000030034	-0.032785	0.199197	-0.417352	0.349445	-0.193928	0.244364
ENSMUSG00000030035	0.162149	0.504049	0.341274	1.351119	1.925958	2.168848
ENSMUSG00000030036	-0.120911	-0.429787	-0.503696	-1.215845	-1.629299	-2.368535
ENSMUSG00000030037	-0.945723	-0.189718	-0.776758	-1.242013	0.659806	-0.364778
ENSMUSG00000030041	-0.037749	-0.105635	-2.288785	-1.183604	-1.769516	-2.122351
ENSMUSG00000030042	-0.061601	-0.053286	0.027688	-0.037076	-0.556329	-0.566318
ENSMUSG00000030045	-0.048857	-0.259610	-0.399364	-0.647272	-0.839936	-0.930958
ENSMUSG00000030047	-0.838680	-0.107689	0.850836	1.283923	1.778331	2.035516
ENSMUSG00000030051	-0.137875	-0.147533	-0.096805	0.011464	-0.206899	-0.102373
ENSMUSG00000030054	1.929760	1.412905	0.340036	0.177738	-0.547793	-0.969834
ENSMUSG00000030055	-0.280985	0.389761	0.738436	1.974015	3.117134	3.269074
ENSMUSG00000030056	-0.158516	-0.205399	0.063876	-0.690580	-0.899080	-0.765079
ENSMUSG00000030057	-0.086089	-0.015981	-0.509702	-0.936078	-1.502447	-1.763065
ENSMUSG00000030058	-0.076954	-0.071815	0.033945	-0.222091	-0.150462	-0.443711
ENSMUSG00000030059	-0.202962	-0.257343	0.105624	-1.315029	-0.830896	-0.718719
ENSMUSG00000030060	0.508682	1.092573	1.007997	1.698468	2.322480	2.318607
ENSMUSG00000030061	-0.017574	0.231556	-0.141181	-0.050960	-0.412696	-0.386025
ENSMUSG00000030062	-0.135789	0.064921	-0.037148	-0.410051	-0.758942	-1.263379
ENSMUSG00000030064	-1.688752	-2.636194	-1.491040	-0.744019	-0.061468	0.372909
ENSMUSG00000030067	-0.260302	-0.085417	-0.362200	0.614456	1.269317	1.688117
ENSMUSG00000030068	-0.712040	-0.702632	1.053318	-0.143740	1.313704	0.794935
ENSMUSG00000030079	-0.055944	0.075650	-0.184696	-0.384197	-0.692468	-1.025458
ENSMUSG00000030082	0.019809	0.053263	-0.127584	-0.163322	-0.291608	-0.465511
ENSMUSG00000030083	0.570254	0.485034	0.702974	1.342495	2.116305	2.114941
ENSMUSG00000030084	0.518211	0.022061	0.134996	-0.836351	-0.048962	-0.070736
ENSMUSG00000030086	0.209839	0.451085	-0.138784	-0.504071	-1.172154	-2.048998
ENSMUSG00000030091	0.269308	-0.162027	-0.169293	-0.202694	-0.090433	-0.383663
ENSMUSG00000030094	0.085525	0.168160	0.234894	-0.260558	0.205440	0.477779
ENSMUSG00000030095	0.236998	-0.101403	0.044442	0.346872	0.741632	0.481023
ENSMUSG00000030096	0.161737	-0.220496	-0.279793	-0.369439	-0.009157	-0.266492
ENSMUSG00000030101	0.159855	0.252451	0.896294	0.643722	0.885710	1.132076
ENSMUSG00000030102	0.412939	0.384295	0.832516	0.560086	1.018200	1.023430
ENSMUSG00000030103	-0.331904	-0.584787	-0.631191	-0.431478	-1.406760	-1.558163
ENSMUSG00000030104	-0.110267	0.103410	0.340538	0.691382	0.443741	0.343471
ENSMUSG00000030105	-0.021986	-0.018650	-0.108436	-0.116616	-0.186261	-0.232467
ENSMUSG00000030110	3.400522	3.876892	2.901615	5.764822	5.904530	5.875551
ENSMUSG00000030120	0.068270	0.154503	0.218513	0.026983	-0.037488	-0.213734
ENSMUSG00000030122	0.668719	1.218592	0.060005	0.635730	0.133822	-0.376361
ENSMUSG00000030123	0.003166	-0.842512	-1.051184	-1.962275	-1.916440	-1.876457
ENSMUSG00000030126	-0.235779	-0.435564	-0.862326	-0.324755	-0.552323	-0.299452
ENSMUSG00000030127	0.095638	0.186315	-0.064006	-0.119210	-0.698109	-1.320041
ENSMUSG00000030137	0.695479	-0.437273	-3.014125	-5.752089	-6.063094	-6.175588
ENSMUSG00000030138	-0.059310	-0.209554	-0.276390	-0.533613	-0.514415	-0.117042
ENSMUSG00000030144	-5.016976	-5.505272	-5.370305	-5.216791	-5.286687	-5.865636
ENSMUSG00000030145	-0.291385	-0.606896	0.028929	-0.966948	-0.453125	-0.769449
ENSMUSG00000030156	-0.025975	0.160281	-0.636967	-1.634482	-0.801958	-0.630249
ENSMUSG00000030157	-0.811851	-1.846325	-2.649046	-0.439771	0.327084	0.894584
ENSMUSG00000030161	0.669810	-0.005822	0.376434	0.437854	0.463003	0.397327
ENSMUSG00000030165	1.931880	3.300456	2.748228	3.832056	5.349366	4.574030
ENSMUSG00000030166	-0.438422	-0.253509	-1.003272	-0.701596	-0.574014	-0.260945
ENSMUSG00000030168	0.030513	0.159503	-0.017581	0.532721	0.629724	0.379512
ENSMUSG00000030172	-0.162436	-0.384080	-0.274958	-0.281161	-0.579437	-0.678202
ENSMUSG00000030177	-0.133811	0.266953	-0.106002	0.020512	-0.327516	-0.264393
ENSMUSG00000030180	0.013800	0.005585	0.008424	0.176345	-0.047115	-0.030926
ENSMUSG00000030188	-0.276864	0.114545	-0.656714	-0.647274	-1.406147	-1.084253
ENSMUSG00000030189	-0.050104	0.030709	-0.467996	-0.982681	-1.443277	-1.376885
ENSMUSG00000030199	0.528654	-0.705184	-1.083736	-1.003891	-0.725473	-0.986189
ENSMUSG00000030201	0.144135	-0.106519	0.076779	-0.090915	0.092156	0.046995
ENSMUSG00000030203	-0.013916	-0.298737	0.286923	0.393977	1.239746	0.898571
ENSMUSG00000030204	-0.228317	0.219165	-0.168801	0.119919	-0.115978	-0.210518
ENSMUSG00000030207	0.445745	0.111881	0.583497	0.344887	0.433252	0.213778
ENSMUSG00000030208	2.284063	1.392487	0.741261	0.670454	0.621503	0.410193
ENSMUSG00000030213	0.046364	0.512739	0.545092	1.215929	1.399934	1.281137
ENSMUSG00000030216	-0.089819	0.075204	0.123484	0.253557	0.062958	-0.356974
ENSMUSG00000030219	0.497637	1.164188	-0.626923	0.221234	0.936541	0.757372
ENSMUSG00000030220	0.108033	0.163477	0.009906	0.371646	0.205198	0.352010
ENSMUSG00000030224	-0.031784	-0.077798	-0.133410	-0.802916	-0.965485	-1.116754
ENSMUSG00000030225	-0.085211	-0.060832	0.189009	0.298832	0.370564	0.172247
ENSMUSG00000030231	-0.044078	0.279121	-0.023521	-0.475246	0.369674	0.888388
ENSMUSG00000030232	0.098541	-0.161375	0.195595	-0.628144	-0.733617	-0.801370
ENSMUSG00000030243	-0.132428	-0.079658	0.026084	-0.031830	-0.026317	-0.049584
ENSMUSG00000030244	-0.208098	-0.627527	-1.915065	-1.492965	-2.305816	-2.094187
ENSMUSG00000030245	0.077392	-0.202541	-0.094640	-0.201237	-0.703508	-1.240511
ENSMUSG00000030254	-0.094774	-0.364111	-0.121219	-0.502007	-0.403003	-0.981050
ENSMUSG00000030256	3.197991	3.670025	3.815663	4.470254	4.246390	3.539414
ENSMUSG00000030263	-0.266825	-0.242156	-0.426402	-0.498451	0.265470	0.808745
ENSMUSG00000030264	-0.114869	-0.240934	-0.506114	-0.613795	-0.843888	-0.791221
ENSMUSG00000030265	0.031568	0.018951	-0.244406	-0.241205	-0.195635	-0.358715
ENSMUSG00000030268	-0.149858	-0.130642	-0.771993	-1.627463	-2.877237	-3.578513
ENSMUSG00000030269	-0.003200	-0.003535	0.058517	0.546003	0.499713	0.660791
ENSMUSG00000030270	0.395682	0.516408	-0.002653	-0.094818	-0.098256	0.262188
ENSMUSG00000030271	-0.223902	-0.218852	-0.434801	0.142539	-0.456410	-0.408833
ENSMUSG00000030275	0.113265	-0.206824	0.397753	-0.050419	0.852170	0.653761
ENSMUSG00000030276	-0.463763	0.360392	-0.171470	-0.089764	-0.152707	0.183449
ENSMUSG00000030279	-0.045235	-0.036958	0.224274	0.046416	0.088387	-0.002380
ENSMUSG00000030282	0.023167	-0.081081	0.016051	0.075156	0.966712	1.672967
ENSMUSG00000030284	0.312832	-0.008858	-0.976689	-0.195155	-0.259224	-0.318199
ENSMUSG00000030286	0.020690	0.010482	0.185199	0.309603	0.417684	0.245635
ENSMUSG00000030287	0.230154	0.244461	0.567087	0.855583	0.668199	1.069412
ENSMUSG00000030291	0.148645	0.233907	-0.178549	0.439017	0.153732	0.056154
ENSMUSG00000030298	-0.193306	-0.040746	0.059271	-0.121545	-0.155720	-0.405595
ENSMUSG00000030304	0.322191	0.250822	-0.346663	-0.534560	-0.477232	-0.323200
ENSMUSG00000030306	3.961440	0.532094	2.297240	3.481200	6.167494	6.998686
ENSMUSG00000030309	0.321195	0.551302	-0.257461	0.731453	-0.270020	-0.172401
ENSMUSG00000030313	0.463744	0.004350	-0.444232	0.131346	-0.016109	0.222449
ENSMUSG00000030314	-0.207045	-0.093252	-0.214434	-0.239188	-0.802165	-0.939405
ENSMUSG00000030315	-0.068133	-0.428133	0.093710	-0.288235	0.965901	0.926113
ENSMUSG00000030316	-0.303352	-0.152531	-0.658243	-0.699482	-1.044458	-1.305667
ENSMUSG00000030322	0.000134	0.753528	0.860836	0.499726	0.576535	0.197991
ENSMUSG00000030323	0.279510	0.378911	0.386780	0.307623	1.092028	1.216837
ENSMUSG00000030325	0.237375	-1.282785	-1.717468	0.530246	1.981018	0.937801
ENSMUSG00000030327	0.140981	0.460060	0.171537	0.296909	-0.058850	-0.171839
ENSMUSG00000030329	1.165400	1.064455	1.523023	2.236010	2.067099	2.094330
ENSMUSG00000030330	0.159577	0.139254	0.144901	0.738760	0.930805	1.557654
ENSMUSG00000030335	0.007216	0.181164	-0.317476	-0.113683	-0.804474	-1.182782
ENSMUSG00000030337	-0.257473	0.002765	0.880581	1.413055	1.840936	1.826277
ENSMUSG00000030342	0.417349	0.678350	0.195184	-0.388905	-2.134942	-1.550251
ENSMUSG00000030345	0.166341	0.144899	-0.622920	0.305495	0.390298	0.813296
ENSMUSG00000030346	-0.016893	-0.139956	-0.048880	-0.051695	-0.515582	-0.763935
ENSMUSG00000030347	-0.115765	-0.466006	-0.094934	-0.154235	-0.265121	-0.374085
ENSMUSG00000030357	0.271745	0.296189	0.104968	-0.416797	-0.782864	-1.097764
ENSMUSG00000030365	-1.638799	-1.702221	-2.006362	-1.000592	-2.041564	-0.792781
ENSMUSG00000030374	-0.117093	0.221679	0.427537	0.077115	-0.054725	-0.029124
ENSMUSG00000030380	-0.597996	0.622301	-0.210581	0.713279	1.227549	1.261029
ENSMUSG00000030386	-0.082910	-0.058657	-0.660394	0.645342	0.765466	0.698514
ENSMUSG00000030393	0.132428	0.518619	0.027623	0.076579	0.528085	-0.650892
ENSMUSG00000030397	-0.087541	-0.078372	0.086287	0.040955	0.379277	0.488772
ENSMUSG00000030399	2.451343	2.838859	2.849326	3.071235	4.430792	5.354003
ENSMUSG00000030400	-0.084629	-0.158423	-0.417505	-0.335478	-0.458855	-0.685843
ENSMUSG00000030403	-0.131774	-0.236564	0.130736	-0.639465	-0.621175	-0.711511
ENSMUSG00000030407	0.082776	0.116580	0.576773	0.728393	0.665972	0.795020
ENSMUSG00000030409	-1.570382	-1.344869	1.342448	-0.265560	-0.561084	-1.932342
ENSMUSG00000030410	1.674517	1.596542	0.941800	3.203463	2.389337	2.768521
ENSMUSG00000030417	-0.007344	0.222272	0.269271	-0.691993	-1.372618	-0.559616
ENSMUSG00000030421	0.053486	-0.004550	0.037021	-0.156636	-0.131799	0.172667
ENSMUSG00000030423	0.044053	0.036999	0.209321	-0.092267	-0.233446	0.101356
ENSMUSG00000030431	-0.153043	0.026833	-0.816808	-0.562732	-2.278195	-3.177586
ENSMUSG00000030432	0.048982	-0.038307	-0.158302	-0.125655	-0.119708	0.241902
ENSMUSG00000030435	-0.211036	-0.161620	0.010603	0.078137	-0.100889	-0.275667
ENSMUSG00000030446	-0.335463	0.195282	0.274623	0.209587	-0.563728	0.160730
ENSMUSG00000030447	0.338855	-0.120399	-0.056369	-0.228852	-0.111494	0.157395
