#geneID	Ikaros/Control_0h	Ikaros/Control_2h	Ikaros/Control_6h	Ikaros/Control_12h	Ikaros/Control_18h	Ikaros/Control_24h
ENSMUSG00000085180	-0.500796	-0.842274	-0.355819	-0.153927	-0.071392	0.439717
ENSMUSG00000085201	0.782660	0.131641	-0.853465	2.050759	2.237298	2.212282
ENSMUSG00000085204	1.203429	0.925639	1.439600	1.354604	1.489351	2.503469
ENSMUSG00000085206	0.126135	1.253036	-0.011335	-0.557354	-0.302601	0.757729
ENSMUSG00000085207	-0.251680	-1.346794	0.566816	0.548014	0.198642	-0.559541
ENSMUSG00000085208	-0.017560	0.130896	0.230977	0.096083	-0.311809	-0.337818
ENSMUSG00000085213	-1.115326	0.759520	1.431502	4.541931	5.204990	5.465119
ENSMUSG00000085214	-0.916446	-0.341473	-0.159736	-0.616417	-0.912458	-1.067151
ENSMUSG00000085227	0.057347	0.472780	0.465243	1.048406	0.538657	0.602009
ENSMUSG00000085235	0.745782	-1.614968	-1.381348	0.412967	-0.989361	0.625442
ENSMUSG00000085236	-1.838383	-1.805804	1.374012	0.665249	0.762683	0.653402
ENSMUSG00000085241	0.095422	-0.280809	-1.129194	-0.473684	-1.573208	-2.037127
ENSMUSG00000085255	1.044627	1.879209	1.212243	1.017546	2.411673	2.233512
ENSMUSG00000085260	0.459871	1.024805	0.943767	-0.238639	0.108252	-0.173085
ENSMUSG00000085262	0.100324	0.252334	0.223940	0.199437	1.580776	0.906939
ENSMUSG00000085269	-0.086334	-1.467540	0.341700	-0.909904	1.547645	2.406273
ENSMUSG00000085279	-0.061273	0.076882	-0.336944	-0.020348	-1.891198	-0.511100
ENSMUSG00000085287	0.072072	-0.435020	1.407082	0.986709	1.726632	1.434853
ENSMUSG00000085311	-0.284396	-1.484337	0.895306	1.089043	1.718862	1.488427
ENSMUSG00000085315	0.588878	0.957924	-0.374846	1.295493	2.321960	2.092453
ENSMUSG00000085327	-2.341922	-1.846438	-2.991251	-2.025170	-2.497790	-0.772274
ENSMUSG00000085328	-0.217899	0.519180	0.060595	0.101011	-0.225087	0.950610
ENSMUSG00000085334	0.350124	0.320196	-0.554126	-0.035119	-0.318141	0.127070
ENSMUSG00000085342	0.377525	-0.041557	1.089332	-1.885372	-1.482272	0.204884
ENSMUSG00000085347	0.559604	0.275840	-0.010375	0.981310	0.257612	0.692728
ENSMUSG00000085355	0.130000	-0.196536	-0.696293	-0.337261	0.258849	-0.331683
ENSMUSG00000085379	-0.567842	0.388782	0.165150	0.625905	1.005558	1.175972
ENSMUSG00000085385	-0.028869	-0.410507	-0.794192	-1.053569	-1.928020	-2.063157
ENSMUSG00000085396	0.285998	-0.518435	-0.849118	-0.132353	0.918771	2.255986
ENSMUSG00000085399	0.194622	0.020513	-0.072041	-0.398972	-0.267125	0.278090
ENSMUSG00000085408	-0.657120	0.521568	-0.891323	0.407958	-0.663313	-0.383618
ENSMUSG00000085433	0.849330	-0.268683	2.157946	1.368523	1.744504	2.382851
ENSMUSG00000085434	3.961775	3.546299	2.141160	3.068149	4.310233	3.226403
ENSMUSG00000085436	-0.040915	-0.163264	0.114895	0.160272	-0.087426	-0.347543
ENSMUSG00000085438	0.189046	-0.033640	0.389706	0.288892	0.970981	0.900413
ENSMUSG00000085442	-1.019531	0.670526	-0.284449	0.691426	1.516742	1.645032
ENSMUSG00000085455	-0.379240	0.337232	0.701582	0.895577	0.881034	0.184138
ENSMUSG00000085456	-0.068365	-0.065492	-0.330892	0.332602	0.869037	0.806928
ENSMUSG00000085482	-0.357957	0.358399	0.734057	0.414888	-0.536012	-0.240965
ENSMUSG00000085492	-0.172194	-0.627161	-0.339663	-0.832926	-1.295501	-1.475858
ENSMUSG00000085498	-0.361729	-0.447244	0.996084	-0.345043	1.650037	0.523788
ENSMUSG00000085511	-0.677020	0.445367	1.425209	0.693378	-0.028591	-1.460924
ENSMUSG00000085525	-1.000588	-1.294047	-1.623565	-1.124810	-0.423026	-1.687871
ENSMUSG00000085527	-0.133273	0.901268	-0.735855	0.667155	1.008383	1.297719
ENSMUSG00000085538	0.226511	0.388269	1.062413	1.666499	1.038949	1.630202
ENSMUSG00000085566	-0.508717	-0.785752	-0.438118	0.621850	0.766072	-0.425150
ENSMUSG00000085578	0.032305	-0.061552	-1.066528	-0.499095	-2.743200	-2.497482
ENSMUSG00000085579	0.571333	0.065817	-1.627114	0.948505	1.464073	-0.361284
ENSMUSG00000085583	0.092765	0.130514	-1.000800	0.189144	-1.137801	-1.520318
ENSMUSG00000085586	-0.222671	0.300895	-0.078716	1.014504	1.854573	2.484529
ENSMUSG00000085589	-0.978571	-2.192561	-1.447070	-0.847737	-0.528987	-1.704203
ENSMUSG00000085614	0.009253	-0.071023	-1.611554	-1.775711	-0.278545	-0.638086
ENSMUSG00000085615	0.171097	-0.118035	0.410946	1.224543	1.982117	1.312473
ENSMUSG00000085622	-0.474072	-0.464843	-0.319581	0.409126	0.136792	0.677837
ENSMUSG00000085623	-0.113711	-0.441184	1.093530	0.259746	-0.283517	0.270984
ENSMUSG00000085628	-0.283069	-0.616858	-0.450418	0.212685	0.793394	1.060730
ENSMUSG00000085633	0.500846	0.396291	-0.294902	1.068870	0.478267	-1.256456
ENSMUSG00000085636	-0.520598	-0.826737	-0.177888	-0.280813	2.816769	0.936239
ENSMUSG00000085637	0.473347	-0.345936	0.885191	-0.427971	1.755204	1.090629
ENSMUSG00000085645	0.458487	0.106861	-0.273690	-1.448283	-1.156986	-0.528755
ENSMUSG00000085651	-2.133718	-4.678794	-2.681632	-3.349834	-3.543805	-4.991597
ENSMUSG00000085652	-1.119797	-0.717584	-0.764154	-1.695076	-1.978079	-1.547403
ENSMUSG00000085655	0.139400	0.014780	0.300555	0.230101	-0.363689	-1.024224
ENSMUSG00000085666	0.167012	0.244415	0.330326	-0.373755	-0.384770	-0.514114
ENSMUSG00000085667	0.031851	-0.648690	-0.713467	1.363991	1.547278	2.451261
ENSMUSG00000085685	-0.127122	-1.724926	1.705753	-0.132230	-0.453482	1.340790
ENSMUSG00000085704	0.422979	0.003887	0.694920	0.934739	1.625326	1.644213
ENSMUSG00000085711	-0.520761	-0.600978	0.577075	-0.328348	-1.937591	-1.676483
ENSMUSG00000085721	-0.540860	0.558008	-1.634154	-1.314058	-1.577494	-4.535718
ENSMUSG00000085735	-0.023921	0.937986	0.963622	0.624899	1.719774	-0.232985
ENSMUSG00000085741	0.309363	0.244727	-0.335348	0.120839	0.436184	0.467930
ENSMUSG00000085749	0.276980	-0.061862	-1.336059	-0.943032	0.782243	0.969526
ENSMUSG00000085750	-0.654323	-0.728086	1.662161	3.085763	1.033678	-0.062389
ENSMUSG00000085755	-1.211631	-1.203440	-1.751127	-1.084653	-3.387358	-3.387720
ENSMUSG00000085760	0.223825	1.976017	2.744541	3.256753	2.688958	4.678047
ENSMUSG00000085762	-0.822347	-0.271060	1.523981	-2.492988	-2.410059	-3.586770
ENSMUSG00000085767	-0.074108	0.127283	0.169446	0.742885	0.850698	2.125528
ENSMUSG00000085771	0.211284	0.148111	-1.022888	0.280711	0.062523	2.053976
ENSMUSG00000085776	0.563231	-0.224782	-0.674891	0.729401	0.914388	0.825618
ENSMUSG00000085783	-0.551147	0.157231	0.994558	-0.514025	-1.194002	-1.518357
ENSMUSG00000085786	-0.294087	-0.412019	-1.986260	-0.496142	-0.996523	-0.022926
ENSMUSG00000085787	-0.091568	0.355826	2.070834	-1.644743	-2.261809	-0.967435
ENSMUSG00000085793	-0.198909	-0.016716	0.355398	-0.193666	0.561593	0.317669
ENSMUSG00000085795	0.304855	0.214612	0.074913	0.081764	0.439338	0.405509
ENSMUSG00000085811	0.049505	-0.408350	0.354671	-0.029934	0.166572	0.691503
ENSMUSG00000085818	0.117314	0.827651	-0.396410	-0.706135	-1.968583	-0.571253
ENSMUSG00000085823	0.081222	-0.080859	-0.440086	0.697961	0.901181	1.437977
ENSMUSG00000085829	-0.280262	0.404554	-0.562307	1.349350	1.415682	1.912702
ENSMUSG00000085837	0.506265	0.688806	0.465284	0.315781	0.415182	1.171416
ENSMUSG00000085840	0.551261	-0.205364	-0.204087	0.493750	0.043670	0.661958
ENSMUSG00000085875	-0.234337	-1.193045	-0.205617	0.644775	0.650990	1.303761
ENSMUSG00000085882	-0.719034	-0.664854	-0.868004	0.033611	0.926030	0.320484
ENSMUSG00000085887	0.451961	-0.045744	0.400825	1.632147	1.007253	0.810368
ENSMUSG00000085890	0.853921	-0.595325	-0.146637	0.304621	0.056582	0.057938
ENSMUSG00000085891	0.071582	0.353572	-0.483926	1.506845	1.043998	0.654274
ENSMUSG00000085894	-0.466845	-0.555683	-0.335171	-1.126927	-1.258881	-2.294027
ENSMUSG00000085912	0.159945	0.591442	1.503615	1.670124	2.032845	2.278854
ENSMUSG00000085921	-3.493628	-2.660400	-2.915874	-1.570930	-0.160416	-0.078437
ENSMUSG00000085929	-1.047894	-2.643061	-0.180593	-0.719211	0.520665	-1.260375
ENSMUSG00000085936	0.727779	0.974080	0.675713	2.028278	2.880492	3.028078
ENSMUSG00000085941	0.349814	-0.386058	-1.087378	-0.115056	1.173827	0.893367
ENSMUSG00000085950	0.290099	0.203366	-0.066649	1.311795	-0.166575	0.046104
ENSMUSG00000085955	-0.367728	-2.229903	-0.154582	-0.678005	0.707769	-1.270564
ENSMUSG00000085956	-0.627597	-0.386896	0.344700	0.154508	0.522354	1.236855
ENSMUSG00000085963	-0.141413	0.456742	0.552960	-0.733753	1.019132	1.270745
ENSMUSG00000085971	0.106948	0.704003	0.325993	-0.203291	0.111466	-0.263172
ENSMUSG00000085984	0.405047	-0.480948	-0.026571	-0.403932	-0.794166	0.148505
ENSMUSG00000085992	0.514973	-1.216649	-1.491704	-1.821779	-2.323854	-2.502976
ENSMUSG00000085995	-0.406544	-0.245092	-0.764460	0.197295	0.225368	-0.394932
ENSMUSG00000086000	-0.465019	-2.223641	0.149225	-0.015059	0.904655	0.706451
ENSMUSG00000086003	0.306237	0.499361	1.057064	1.155587	0.627863	1.775082
ENSMUSG00000086008	-0.146561	-0.249717	1.337732	0.838751	0.599243	0.537836
ENSMUSG00000086013	-0.210711	-0.189520	-1.074245	-0.464097	-0.739567	-1.434176
ENSMUSG00000086015	0.184831	-0.450945	-0.752085	0.017948	-0.745588	-0.435055
ENSMUSG00000086016	-1.520061	-0.402736	-1.491435	-0.014386	0.345272	0.177736
ENSMUSG00000086049	0.521044	2.910331	0.165755	1.826633	1.552972	1.060727
ENSMUSG00000086061	-0.661949	0.118151	-0.985785	-0.652628	-1.664673	-2.865297
ENSMUSG00000086075	0.508162	0.698302	0.714247	-0.312980	-0.852996	0.472991
ENSMUSG00000086111	2.664290	0.805321	2.854828	3.309739	4.745762	5.050596
ENSMUSG00000086113	-0.507663	0.522994	-0.836561	0.313458	0.403146	0.457821
ENSMUSG00000086130	0.288096	0.393744	0.448290	-0.093735	0.644822	0.736302
ENSMUSG00000086138	0.800987	0.544531	-0.956789	0.205156	0.209559	2.289721
ENSMUSG00000086147	-0.720477	-1.904869	-1.770285	-1.220311	-0.923261	-0.586175
ENSMUSG00000086154	-1.565081	-2.730943	0.246512	0.796695	2.206268	0.459047
ENSMUSG00000086158	-0.067861	0.667478	0.179429	1.672296	1.413322	2.073989
ENSMUSG00000086173	-1.600961	-1.576370	-1.514203	-0.400839	-1.011559	-0.957084
ENSMUSG00000086189	-0.164859	-0.151114	-0.703593	-0.753823	0.657153	0.616056
ENSMUSG00000086191	-1.009723	-1.703562	-1.046415	-0.653791	0.202214	0.569765
ENSMUSG00000086193	-0.611370	-0.304332	1.102318	1.372963	1.157576	-0.280056
ENSMUSG00000086212	-0.114588	0.625696	0.866571	1.003987	0.688953	0.466680
ENSMUSG00000086216	-0.563208	-1.580282	-2.262417	-1.997184	-1.427763	-2.402474
ENSMUSG00000086228	-0.628496	-0.178373	0.255901	1.964202	-0.601977	-0.051671
ENSMUSG00000086236	0.643047	0.025479	-1.156592	-0.004361	0.322826	0.192790
ENSMUSG00000086247	-0.296380	-0.680496	-0.133408	1.211635	1.337699	2.335176
ENSMUSG00000086255	-0.337873	-1.579402	-0.590157	0.530867	-0.560475	-0.777087
ENSMUSG00000086277	-0.194359	0.048987	-0.105657	-0.705821	-0.793488	1.157169
ENSMUSG00000086279	-1.496245	-0.478949	0.303376	1.094221	1.846043	1.223620
ENSMUSG00000086287	0.052034	-1.244950	2.065693	0.592815	2.066119	2.973713
ENSMUSG00000086288	-0.081672	0.263823	-0.844388	0.483142	0.409698	0.334315
ENSMUSG00000086290	-0.278004	-0.175845	-0.855938	-0.877742	-2.047428	-2.190402
ENSMUSG00000086306	-0.684528	-1.901612	-1.759979	-2.632273	-1.966313	-3.179042
ENSMUSG00000086320	-3.613080	-2.445035	-3.596473	-1.264093	-0.209971	-0.260692
ENSMUSG00000086324	-0.713902	-1.516010	-0.757033	-1.016988	-1.120616	-2.228039
ENSMUSG00000086330	-0.030250	0.089160	-1.702443	-1.870353	-2.691268	-1.463812
ENSMUSG00000086331	0.097649	0.180391	0.107951	-2.508358	-0.075103	-1.869894
ENSMUSG00000086340	0.088974	0.342096	0.549884	0.191293	-1.416367	-0.645929
ENSMUSG00000086342	-0.008304	-0.675353	0.295762	0.742542	1.233366	-0.531484
ENSMUSG00000086350	-0.088941	-0.180530	0.540188	-0.164784	-0.119533	-1.562621
ENSMUSG00000086368	-0.565074	0.629573	1.081495	0.186737	-0.538181	0.196350
ENSMUSG00000086370	-0.268106	-0.302246	-0.222250	0.105568	0.583939	0.230176
ENSMUSG00000086391	-0.340099	0.149649	0.452500	0.836668	0.373438	1.008089
ENSMUSG00000086392	-0.096351	1.413041	-0.748247	1.112414	0.274307	-0.525025
ENSMUSG00000086401	-0.164808	-0.332235	1.139789	2.068692	2.723431	2.108362
ENSMUSG00000086404	-0.317130	-0.885688	-0.003440	0.529823	1.262088	0.416631
ENSMUSG00000086417	-0.648291	-0.458278	0.776059	0.053427	0.627151	1.523510
ENSMUSG00000086429	-0.247130	-0.165330	-0.666938	-0.273981	-0.809033	-0.907714
ENSMUSG00000086442	-1.795528	-0.576647	0.389158	-1.382503	-0.907857	-0.937661
ENSMUSG00000086450	0.426568	-0.431207	-1.538298	-0.864606	0.623744	-0.357529
ENSMUSG00000086453	-0.845198	-0.681556	-0.087977	0.499065	1.001274	-0.260424
ENSMUSG00000086468	-0.664504	-0.154189	-0.286702	-0.020353	-0.050274	-0.017311
ENSMUSG00000086474	0.044231	0.508480	-1.859406	0.762263	-0.440411	0.068156
ENSMUSG00000086477	0.051830	0.130666	-0.854117	0.258901	-0.248525	0.022539
ENSMUSG00000086495	-0.112351	0.265537	1.727481	0.724480	1.635225	2.263924
ENSMUSG00000086502	-0.047998	-0.123965	0.545984	0.192200	-0.232560	-0.450997
ENSMUSG00000086503	-1.008370	-1.762095	-0.863779	-1.513309	0.465883	0.781338
ENSMUSG00000086504	0.360971	-0.129731	1.042439	1.660069	0.953608	-0.716925
ENSMUSG00000086513	-1.136669	-1.052367	-1.893553	-2.298844	-0.875204	-1.516258
ENSMUSG00000086526	0.488220	-0.188513	0.577551	0.204522	0.755532	-0.016481
ENSMUSG00000086533	0.130032	-0.332586	-0.416428	0.387252	1.492042	2.168017
ENSMUSG00000086537	0.010433	-0.334523	0.040997	-0.161805	-0.724918	-0.509308
ENSMUSG00000086547	-4.127487	-4.274875	-4.382311	-3.943660	-4.455241	-4.240851
ENSMUSG00000086549	-0.943048	-0.948223	-1.413755	-1.225129	-0.446891	-0.253087
ENSMUSG00000086563	0.413751	-0.352060	1.147705	-0.023969	0.806909	0.578859
ENSMUSG00000086568	-0.541690	1.287665	-0.591459	-0.616306	-0.367581	-2.164644
ENSMUSG00000086582	0.893659	0.187745	-1.847937	0.405009	-1.321339	-0.205308
ENSMUSG00000086583	0.165444	0.718997	0.895126	-0.586227	-1.514026	0.015653
ENSMUSG00000086584	-0.402988	-0.415621	-0.525176	-0.273956	-0.179214	0.370906
ENSMUSG00000086589	0.335174	1.121053	0.048274	0.473675	-1.401797	0.415144
ENSMUSG00000086605	0.441773	0.702130	0.450964	1.128508	0.721278	0.339636
ENSMUSG00000086606	0.195575	0.474776	0.053527	-0.154603	-0.585296	-0.423434
ENSMUSG00000086607	-0.652628	-0.621816	0.004902	-0.059270	-0.542542	-0.384525
ENSMUSG00000086610	0.182586	0.209575	-0.374649	-0.037927	-0.259470	-0.109366
ENSMUSG00000086629	-0.241455	-0.271600	-1.092195	-0.275919	-0.743372	-0.457498
ENSMUSG00000086638	-0.515007	-0.941236	-1.490753	0.644728	0.016187	-1.162722
ENSMUSG00000086652	-0.712404	-0.858981	-1.007927	-0.564822	-0.578453	-0.460226
ENSMUSG00000086657	-0.002348	-0.472646	-0.959563	1.244621	1.397641	1.204018
ENSMUSG00000086665	-0.235453	-1.598563	-3.173389	-1.216273	-1.018705	-0.268040
ENSMUSG00000086682	-0.600730	-1.102489	-0.980148	0.011042	0.768285	0.967496
ENSMUSG00000086693	0.067651	0.632594	1.321434	1.528443	1.375039	0.657278
ENSMUSG00000086695	0.601589	0.574786	-2.539658	0.566262	2.070424	0.366102
ENSMUSG00000086697	0.664736	-1.723632	-2.019902	0.212245	-1.241723	-0.551223
ENSMUSG00000086714	0.010785	-0.448985	-0.838412	0.839533	0.424698	0.295743
ENSMUSG00000086716	-1.574885	-0.907524	-0.389970	-0.541349	-1.734491	-1.040944
ENSMUSG00000086725	0.149876	-0.303977	-0.421702	0.267745	1.426096	2.442770
ENSMUSG00000086727	2.135338	0.991686	0.989647	2.790782	3.695826	3.972240
ENSMUSG00000086728	-0.939498	0.138619	-0.661770	1.298213	1.056608	0.541657
ENSMUSG00000086735	-0.036802	0.866102	-0.369339	0.152128	-0.351191	0.439647
ENSMUSG00000086771	0.830308	-0.051294	-0.498712	0.220139	1.450366	2.783065
ENSMUSG00000086782	-0.007939	-1.011613	-1.519446	-0.054157	-0.114140	0.330204
ENSMUSG00000086784	-0.408186	-0.236054	-0.237907	0.312838	0.211447	-0.217095
ENSMUSG00000086795	0.264409	-0.178957	-1.109948	-0.891615	-0.206358	0.273654
ENSMUSG00000086798	-0.016622	0.387713	-0.432749	-0.409669	-2.568808	-0.992271
ENSMUSG00000086806	0.249600	0.936306	0.921974	0.195966	-0.123735	-0.080308
ENSMUSG00000086822	-0.523961	-1.463213	-3.259166	-1.140136	-2.113368	-1.667610
ENSMUSG00000086839	-0.442291	-1.677860	-1.059904	1.069941	1.174219	-0.002490
ENSMUSG00000086841	-0.094852	-0.205595	-0.539128	0.467629	0.447599	0.136905
ENSMUSG00000086859	-0.362137	0.028207	-0.214245	0.504137	-0.158663	-0.261616
ENSMUSG00000086862	-0.614910	-0.137776	1.035177	1.993024	1.377764	2.301034
ENSMUSG00000086873	-1.184595	1.595203	3.093860	0.735134	1.899051	1.708603
ENSMUSG00000086877	-0.247220	-0.032543	-0.132205	0.730735	0.566040	0.183518
ENSMUSG00000086889	0.192722	-0.026235	0.540619	2.199939	4.270878	2.681214
ENSMUSG00000086894	0.114132	0.527415	-0.184030	1.660334	2.390998	2.494061
ENSMUSG00000086907	-0.141283	-0.336136	-0.118067	-0.934973	-1.294017	-1.189277
ENSMUSG00000086914	-0.054667	-0.766586	-0.854128	1.015899	1.155313	0.837278
ENSMUSG00000086920	-0.068189	-0.072533	-0.781637	0.898829	-0.174726	-0.567042
ENSMUSG00000086922	-0.783554	-0.395685	2.019983	-1.625147	-1.651415	-1.698367
ENSMUSG00000086935	-0.013328	0.769760	1.225887	0.197155	0.567993	0.451081
ENSMUSG00000086942	0.191482	0.120833	0.760022	0.430589	0.720411	0.611939
ENSMUSG00000086944	-0.417536	-0.247602	-0.200983	-0.523085	-0.074405	1.072785
ENSMUSG00000086962	0.133582	-1.893969	-0.260444	2.328753	3.639576	3.180779
ENSMUSG00000086965	-0.494612	-0.820129	-0.367777	-0.277154	-0.209691	-0.844154
ENSMUSG00000086993	-0.699815	-1.326023	-1.166295	-1.126323	-0.699604	-1.509739
ENSMUSG00000086997	1.235712	-0.613400	0.860421	-1.705621	-2.781588	-1.866915
ENSMUSG00000087004	-0.090109	-1.786083	-0.670008	-0.141164	0.447762	-1.792387
ENSMUSG00000087020	0.630928	0.311412	-0.161274	1.272741	1.788129	0.211314
ENSMUSG00000087028	-0.510420	-0.731879	-0.407584	-0.249033	0.089983	-0.253935
ENSMUSG00000087038	0.956747	2.104967	2.559199	3.373545	3.584386	2.911597
ENSMUSG00000087052	0.745267	-0.137691	-0.571510	0.010454	-0.849551	0.059298
ENSMUSG00000087055	-0.626330	-0.198339	-0.749568	0.381067	0.658888	0.313102
ENSMUSG00000087060	-0.254949	-0.011010	-0.018890	0.401396	0.283984	0.000473
ENSMUSG00000087088	-0.174124	-0.296816	0.824210	0.566256	2.398203	2.814045
ENSMUSG00000087094	-0.327013	-1.035097	-0.963122	-0.909176	-0.658025	-1.190438
ENSMUSG00000087107	0.103797	0.339467	-0.409733	-0.379292	-0.907730	-0.550765
ENSMUSG00000087119	-0.735293	0.218669	1.261033	-0.852186	-0.728588	0.340157
ENSMUSG00000087120	0.076953	-0.174489	0.403609	1.711010	1.688811	0.720018
ENSMUSG00000087128	-0.023752	-0.585965	-0.325873	0.395566	0.758727	0.043212
ENSMUSG00000087138	-0.276924	-0.764860	-0.456857	0.323075	0.715550	0.270691
ENSMUSG00000087142	0.147837	-0.285242	-0.104864	0.343057	0.212839	0.311467
ENSMUSG00000087150	0.194358	0.251222	0.915877	1.614606	1.992159	2.403647
ENSMUSG00000087153	-0.011515	-0.343350	-0.425182	-1.028294	-1.045067	-0.917670
ENSMUSG00000087159	-0.809779	-1.706454	-0.553626	0.652528	2.666862	0.032074
ENSMUSG00000087163	-0.236626	0.561335	-1.023666	1.059485	1.782240	0.982928
ENSMUSG00000087165	0.168216	0.152174	0.105945	-0.368563	-0.169400	0.304686
ENSMUSG00000087166	-0.039880	-0.329049	-0.834791	-0.163656	-0.962081	0.382080
ENSMUSG00000087168	-0.047778	0.452621	0.572896	0.037221	0.629138	1.192948
ENSMUSG00000087174	-0.242243	-0.386743	-0.575906	-0.200594	0.028445	0.079379
ENSMUSG00000087176	-1.445475	-0.521444	-1.276989	-0.678483	1.009987	0.780083
ENSMUSG00000087177	-0.348583	-0.229712	-0.560075	-0.237955	-0.187139	0.560226
ENSMUSG00000087178	-0.466118	-0.338489	-0.945665	0.036612	0.255358	0.260247
ENSMUSG00000087179	-0.809736	-1.986828	-1.169028	-1.834544	0.000986	1.103476
ENSMUSG00000087181	-1.004204	-1.010021	0.488689	0.211242	1.763264	2.317069
ENSMUSG00000087182	0.725091	0.950686	0.993921	2.380060	1.884983	0.450328
ENSMUSG00000087187	1.277237	0.594553	-1.695690	-2.633655	-4.653748	-3.799086
ENSMUSG00000087207	-0.520307	0.027590	-1.484410	-1.726958	-0.357506	-0.754465
ENSMUSG00000087213	-0.356691	-0.069731	-0.245636	0.377374	-0.682589	-1.659011
ENSMUSG00000087221	-0.055948	-0.564737	-0.552220	-0.653531	-0.255279	-0.493723
ENSMUSG00000087222	0.351428	-0.896165	-1.246524	0.681650	0.413843	0.790649
ENSMUSG00000087230	-0.503021	1.474246	0.277210	2.543324	4.080507	4.202315
ENSMUSG00000087231	0.212306	0.009503	-0.006162	0.247440	0.023206	0.871192
ENSMUSG00000087249	-0.099358	-0.657457	-0.728809	-1.596152	0.116013	-0.757511
ENSMUSG00000087259	-0.587348	-0.675559	-0.289035	-0.989739	-0.764690	-0.403284
ENSMUSG00000087260	-0.274322	-0.044751	-0.200744	0.417775	0.500752	0.207648
ENSMUSG00000087267	-0.184736	0.093929	-0.462665	-0.600945	-0.042240	0.132773
ENSMUSG00000087269	0.646890	-0.404893	-0.322500	1.529241	1.084110	2.644872
ENSMUSG00000087272	0.141622	0.820977	0.790914	1.198307	1.230079	1.269159
ENSMUSG00000087291	1.031711	0.868485	0.303598	0.366503	-0.412580	0.194507
ENSMUSG00000087292	-0.199427	-1.615399	0.833645	-0.998670	0.694532	1.681908
ENSMUSG00000087305	-1.007986	0.543914	1.500615	2.345730	3.658175	2.935906
ENSMUSG00000087306	-0.379616	-0.850688	0.367272	-0.105424	0.061857	-0.673267
ENSMUSG00000087331	1.311517	0.507872	0.795555	0.462697	1.161597	1.861052
ENSMUSG00000087336	-0.041792	-2.262710	-0.237929	1.116990	1.576996	2.528315
ENSMUSG00000087365	-0.403601	-0.183460	0.196068	1.656192	1.212643	2.353720
ENSMUSG00000087366	0.176679	-0.646496	-0.897710	1.685805	0.879098	0.265947
ENSMUSG00000087367	-0.413316	-0.112284	-0.941104	-0.200560	-2.424509	-2.999819
ENSMUSG00000087368	-0.368650	-0.476373	-1.609288	-1.029384	-2.059966	-1.589613
ENSMUSG00000087370	0.305294	0.170351	0.164563	0.239246	0.626568	0.816567
ENSMUSG00000087371	0.039065	-0.839802	-1.323743	-0.762864	-0.537411	-0.543386
ENSMUSG00000087373	0.228047	1.288134	-1.386446	0.257106	-1.303449	-1.923588
ENSMUSG00000087377	0.035706	0.365341	0.343825	1.019423	0.272597	1.374977
ENSMUSG00000087380	-0.581644	-0.945864	-0.699493	-0.158345	-0.249872	-0.224050
ENSMUSG00000087381	-0.007898	-1.507724	-2.965155	-1.781156	-1.538970	-2.404780
ENSMUSG00000087385	-0.219485	-0.357775	0.769286	0.729421	0.259579	0.765181
ENSMUSG00000087387	0.737962	0.626018	-0.404333	1.888255	2.602749	2.388582
ENSMUSG00000087390	0.109027	1.056603	0.860335	0.872104	1.871169	0.844534
