ENSMUSG00000038459	mmu-miR-466d-5p
ENSMUSG00000038459	mmu-miR-363-5p
ENSMUSG00000038459	mmu-miR-1187
ENSMUSG00000038459	mmu-miR-34b-3p
ENSMUSG00000038459	mmu-miR-10a-3p
ENSMUSG00000038453	mmu-miR-466n-3p
ENSMUSG00000033487	mmu-miR-466k
ENSMUSG00000033487	mmu-miR-466d-5p
ENSMUSG00000033487	mmu-miR-20b-5p
ENSMUSG00000033487	mmu-miR-34b-5p
ENSMUSG00000033487	mmu-miR-1187
ENSMUSG00000033487	mmu-miR-34b-3p
ENSMUSG00000033487	mmu-miR-466n-3p
ENSMUSG00000000078	mmu-miR-674-3p
ENSMUSG00000000078	mmu-miR-466k
ENSMUSG00000000078	mmu-miR-466d-5p
ENSMUSG00000000078	mmu-miR-669f-3p
ENSMUSG00000000078	mmu-miR-3074-1-3p
ENSMUSG00000000078	mmu-miR-1187
ENSMUSG00000000078	mmu-miR-466n-3p
ENSMUSG00000049470	mmu-miR-466d-5p
ENSMUSG00000049470	mmu-miR-1187
ENSMUSG00000049470	mmu-miR-669f-3p
ENSMUSG00000049470	mmu-miR-466k
ENSMUSG00000049470	mmu-miR-339-3p
ENSMUSG00000049470	mmu-miR-107-3p
ENSMUSG00000049470	mmu-miR-363-5p
ENSMUSG00000049470	mmu-miR-34b-5p
ENSMUSG00000049470	mmu-miR-32-3p
ENSMUSG00000049470	mmu-miR-466n-3p
ENSMUSG00000049470	mmu-miR-363-3p
ENSMUSG00000030465	mmu-miR-466k
ENSMUSG00000030465	mmu-miR-363-5p
ENSMUSG00000027312	mmu-miR-188-3p
ENSMUSG00000027312	mmu-miR-1198-5p
ENSMUSG00000040728	mmu-miR-339-3p
ENSMUSG00000040728	mmu-miR-34b-5p
ENSMUSG00000057329	mmu-miR-342-3p
ENSMUSG00000057329	mmu-miR-188-5p
ENSMUSG00000057329	mmu-miR-22-5p
ENSMUSG00000057329	mmu-miR-532-3p
